year,month,date_index,fraction_date,c02,data_adjusted_season,data_fit,data_adjusted_seasonally_fit,data_filled,data_adjusted_seasonally_filed
2019,8,43692,2019.6219,410.01,411.55,410.16,411.74,410.01,411.55
2019,9,43723,2019.7068,408.48,411.98,408.45,411.96,408.48,411.98
2019,10,43753,2019.789,408.37,411.99,408.57,412.18,408.37,411.99
2019,11,43784,2019.874,410.22,412.49,410.16,412.4,410.22,412.49
2019,12,43814,2019.9562,411.78,412.71,411.7,412.61,411.78,412.71
2020,1,43845,2020.041,413.38,413.32,412.89,412.83,413.38,413.32
2020,2,43876,2020.1257,414.03,413.26,413.81,413.03,414.03,413.26
2020,3,43905,2020.2049,414.44,412.87,414.82,413.23,414.44,412.87
2020,4,43936,2020.2896,416.11,413.29,416.27,413.43,416.11,413.29
2020,5,43966,2020.3716,417.1,413.69,417.03,413.63,417.1,413.69
2020,6,43997,2020.4563,416.23,413.68,416.36,413.83,416.23,413.68
2020,7,44027,2020.5383,414.47,413.68,414.78,414.03,414.47,413.68
2020,8,44058,2020.623,412.53,414.1,412.63,414.23,412.53,414.1
2020,9,44089,2020.7077,411.19,414.7,410.9,414.44,411.19,414.7
2020,10,44119,2020.7896,411.15,414.78,411.02,414.63,411.15,414.78
2020,11,44150,2020.8743,412.88,415.15,412.58,414.82,412.88,415.15
2020,12,44180,2020.9563,413.89,414.82,414.09,415,413.89,414.82
2021,1,44211,2021.0411,415.17,415.11,415.24,415.17,415.17,415.11
2021,2,44242,2021.126,416.47,415.7,416.13,415.35,416.47,415.7
2021,3,44270,2021.2027,417.14,415.59,417.06,415.5,417.14,415.59
2021,4,44301,2021.2877,418.24,415.44,418.48,415.66,418.24,415.44
2021,5,44331,2021.3699,418.92,415.5,419.23,415.81,418.92,415.5
2021,6,44362,2021.4548,418.73,416.14,-99.99,-99.99,418.73,416.14
2021,7,44392,2021.537,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2021,8,44423,2021.6219,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2021,9,44454,2021.7068,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2021,10,44484,2021.789,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2021,11,44515,2021.874,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2021,12,44545,2021.9562,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
