"id","name","popularity","duration_ms","artists","id_artists","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","release_year","release_month","release_day"
26188,"JUICY",31,266880,"['Kumi Koda']","['2mGYHril2LuZodRtTX06BC']",0.795,0.725,4,-6.035,0.116,0.00349,0.00368,0.609,0.497,109.947,"2006","12","20"
3726,"Under Shelter Rain",60,174660,"['Rain Sound Studio']","['3Qs1EAnyqWLaNqk0wHS63M']",0.24,0.998,11,-23.585,0.051,0.138,0.997,0.945,1e-05,46.366,"2017","01","09"
22756,"Pill oll’ helle",2,127653,"['Reet']","['1qj8P6TfUV1CvWHk6tGegl']",0.318,0.246,2,-9.34,0.0271,0.97,3.26e-06,0.06,0.3,170.193,"1969",NA,NA
27496,"Screen Director's Playhouse, Music For Millions directed by Henry Coster starring June Allyson",0,1767071,"['Wilms Herbert', 'June Allyson', 'Joseph Kearns', 'Herbert Rawlinson', 'Henry Coster', 'GeGe Pearson', 'Frank Barton', 'Dan Riss', 'Betty Moran', 'Anne Whitfield']","['2rbm8QWvmnVwxFo84EVM1h', '4yW5adMgyIfHFzaL9iDT0J', '3IPQ2MySUwraTZhRhPxoGT', '6pUPSEWcS6MJ2NeJHfV2bK', '7xaf6kP06CqqiyonKsZmfL', '4LPaTjzR4hQrNZicP4rjaL', '1sSCY4JzIeJoAmbdNjGs94', '3k1VroIvtwXppVFvca4JEb', '2q1nEoU6XP2AoI0yI1aAXa', '1rZuTr7xP7HsGJGgh7kISN']",0.533,0.317,7,-13.047,0.918,0.682,0,0.333,0.336,76.836,"1949","04","10"
12303,"Island",27,128000,"['Snorkels of Sanity']","['3pnK0y832QhmBmmUzdbgMw']",0.76,0.517,2,-17.936,0.0378,0.0134,0.709,0.259,0.859,120.016,"2020","09","27"
4150,"Oruro",15,243051,"['Los Kjarkas']","['0tkboyBYNymYytYlb9EXkN']",0.758,0.44,0,-13.69,0.0477,0.375,0.0216,0.347,0.856,117.772,"1983","12","12"
24950,"777-9311",43,485400,"['The Time']","['1EgGVV9cmmlLEsFlunjmvv']",0.819,0.631,6,-11.291,0.112,0.00939,0.00217,0.0261,0.776,123.215,"1982","08","24"
13480,"Un Cántico Nuevo",40,221147,"['Josue Del Cid']","['5HmMfZ8kvduIyl1TOlWXCs']",0.788,0.703,11,-6.495,0.0399,0.188,0,0.0864,0.78,95.999,"2013","10","01"
27689,"Kapitel 10: Mulan",36,97080,"['Disney - Mulan']","['5NgIn715cdWe8wlb5Ru57J']",0.754,0.775,9,-10.863,0.852,0.809,0,0.203,0.526,92.302,"1998",NA,NA
821,"This Is It",46,186440,"['Jim Reeves']","['2Ev0e8GUIX4u7d9etNLTXg']",0.417,0.179,2,-16.966,0.0287,0.859,0.156,0.0922,0.431,85.578,"1997","02","14"
27670,"Dis-moi",59,144533,"['BB Brunes']","['4tHeypFR25Cnx83nuHhrud']",0.578,0.607,2,-4.872,0.0334,0.179,0,0.0431,0.77,129.606,"2007","03","19"
26807,"Ex",41,117173,"['Ego', 'Pil C']","['2L3W8TmknCpxsOCiZQixyl', '2U1l35agymGrBDFeMIxVLG']",0.738,0.791,11,-4.771,0.185,0.00751,0,0.399,0.758,95.088,"2020","10","02"
8229,"Many Moons Ago",32,260867,"['Empyrium']","['4zDkgQanNydhYIqQwQK9Ct']",0.548,0.377,0,-9.822,0.0372,0.951,0.549,0.106,0.645,80.119,"1999","05","01"
26143,"Rockixe",46,225893,"['Raul Seixas']","['7jrRQZg4FZq6dwpi3baKcu']",0.545,0.761,9,-6.562,0.133,0.253,0,0.161,0.813,129.522,"1973","01","01"
10670,"傳奇",37,275147,"['Wakin Chau']","['6wcIBaOvA9XNGgPujYZZ7L']",0.392,0.467,9,-6.452,0.0299,0.121,2.84e-05,0.0635,0.143,129.846,"2011","05","18"
26900,"V Rychtárovej Studni",13,152000,"['Moravanka Jana Slabáka']","['1D7zbNZdnH7ehy4Kjym16l']",0.731,0.432,10,-12.771,0.0517,0.866,7.42e-05,0.0727,0.925,126.08,"1989","01","01"
12696,"That's All I Want Baby",11,136867,"['Willie Dixon', 'Memphis Slim']","['5v8WPpMk60cqZbuZLdXjKY', '5g1Gv9riN5BH4WVnanO1Ia']",0.783,0.321,5,-13.417,0.0434,0.833,2.9e-06,0.117,0.839,105.936,"1958","11","30"
14647,"Husn Ke Lakhon Rang - Johny Mera Naam / Soundtrack Version",16,319067,"['Asha Bhosle']","['5as8A4G47Ohu9NSWs3Je8U']",0.489,0.53,3,-9.624,0.101,0.656,8.65e-05,0.0737,0.777,116.522,"1970","01","01"
17530,"Solo A Ti",44,171904,"['Boza']","['2NfSBtmWe7oPw1EmetJVso']",0.725,0.775,8,-4.291,0.0492,0.257,9.03e-06,0.0849,0.85,95.042,"2020","07","31"
7747,"Bolo Bolo Kuchh To Bolo",5,257019,"['Mohammed Rafi']","['0gXDpqwYNDODn7fB0RDN8J']",0.65,0.649,0,-9.02,0.238,0.875,0.000566,0.143,0.942,112.626,"1959","01","01"
8409,"Last Night's Fun / The Trip to Durrow (Reels)",12,189780,"['Noel Hill']","['3mOxdrvnnFAGKWE29vW7qx']",0.651,0.189,6,-16.846,0.0623,0.967,0.956,0.0641,0.932,106.255,"1988",NA,NA
2056,"So High",51,157000,"['Mr. Vegas', 'Lizi', 'Walshy Fire']","['1pmixngtBJleMrGUG5o8DE', '1JDASURRQznGe2oeY8veyW', '3yJLZoq3Ra2VmSW5teVgih']",0.79,0.891,9,-1.567,0.066,0.0555,5.99e-05,0.351,0.367,96.26,"2017","08","25"
24172,"There's Only You (Mixed) - Above & Beyond Club Mix",21,59960,"['Above & Beyond', 'Zoë Johnston']","['10gzBoINW3cLJfZUka8Zoe', '3dWyWwLvZWsWtXZHhmAiFL']",0.582,0.919,1,-9.682,0.0758,0.00245,0.0971,0.702,0.859,130.016,"2019","12","13"
16924,"Up & Down",62,240753,"['Vengaboys']","['0cwmNvclzPd8mQnoHuIksj']",0.789,0.956,6,-6.076,0.0652,0.000537,0.517,0.0562,0.893,135.956,"1998",NA,NA
27132,"Take A Chance",43,146947,"['Brenton Wood']","['6ohvzFHYmLd05kyYhLui5K']",0.798,0.47,3,-7.771,0.0429,0.403,4e-05,0.0947,0.797,95.258,"1967","01","01"
28160,"The Second Waltz, Op. 99a",44,220867,"['André Rieu', 'Johann Strauss Orchestra']","['3hJv5p2HwekJysNB2NDnEC', '51HxUAjeZIOv4aniusaDkT']",0.239,0.222,0,-14.558,0.0329,0.922,0.888,0.102,0.48,187.214,"1997","01","01"
14864,"Najshajs",43,350909,"['Sarius', 'Gibbs', 'Rogal DDL']","['3sW41aChSc5bBow0Folc1S', '1T4HxOYolAEb5PadIVKdWZ', '6FPVb2p8k4LiX5VnOcnGWq']",0.744,0.885,0,-3.762,0.352,0.302,0,0.102,0.367,131.91,"2017","11","17"
26932,"A Wolf At the Door",53,201333,"['Radiohead']","['4Z8W4fKeB5YxbusRsdQVPb']",0.423,0.675,7,-7.134,0.0303,0.265,4.21e-06,0.235,0.364,69.27,"2003","06","09"
10553,"再會呀港都",18,186493,"['Jody Chiang']","['3jPL2UtbCi2DuvuK2dolR6']",0.667,0.496,0,-9.005,0.0354,0.238,5.99e-06,0.172,0.835,132.139,"1984","01","01"
16376,"Bade Badai Na Karen - Dohavali",17,513881,"['Hemlata', 'Jaspal Singh']","['7lkL9oVWXjPsVbLh4o1j6Y', '0vOHNs0vuZmA3M0oui0wZM']",0.552,0.443,4,-9.352,0.0553,0.967,0.00293,0.377,0.757,97.68,"1978","07","04"
5679,"Brilho Oculto",45,545187,"['Mato Seco', 'Circuito Reggae']","['2b3gMC15SnC8mwjnYiUXvx', '07N5hTxdi3rA5cyaf469Ly']",0.707,0.57,0,-6.099,0.0535,0.0802,0,0.796,0.255,129.044,"2004",NA,NA
25590,"MOONWORK (feat. Basic Boy) - Prod. SP4K",51,213750,"['Boulevard Depo', 'Basic Boy']","['7dH8w9flSy9w81ilr0xXWe', '6f0OsZOsyTW71NZYkRbWKl']",0.594,0.509,7,-8.525,0.0954,0.348,0,0.122,0.238,127.952,"2020","05","29"
8732,"Piedra Contra Tijera",46,195600,"['Soziedad Alkoholika']","['2S5OOMthdyp3Qu4IbTGAQ3']",0.596,0.937,1,-5.043,0.0584,0.00212,0.000384,0.263,0.336,130.017,"2003","06","23"
13636,"Sembilan Hari & Liberty",32,448960,"['Dewa 19']","['48bKH1ugFBhERC1rdojP9d']",0.459,0.769,7,-8.18,0.052,0.0611,0.000173,0.125,0.603,117.055,"1994",NA,NA
4562,"我是真的付出我的愛",38,290333,"['Wakin Chau']","['6wcIBaOvA9XNGgPujYZZ7L']",0.557,0.345,0,-12.516,0.0265,0.761,0,0.0794,0.238,76.023,"1988","10","08"
9540,"Tomaré Para Olvidar",42,231000,"['Grupo Karicia']","['0LOfrH82HIHcCXk3eFF7og']",0.681,0.549,9,-13.56,0.0671,0.1,4.16e-05,0.114,0.773,100.725,"1998","01","02"
14216,"Kapitel 28 - als Bademeister (Folge 026)",29,64969,"['Benjamin Blümchen']","['1l6d0RIxTL3JytlLGvWzYe']",0.736,0.444,8,-12.635,0.961,0.863,0,0.731,0.798,79.511,"1983","01","01"
12516,"Old Love",45,384467,"['Eric Clapton']","['6PAt558ZEZl0DmdXlnjMgD']",0.71,0.387,9,-13.034,0.0349,0.633,0.00442,0.121,0.528,142.032,"1989","11","07"
26533,"Ceviz Ağacı",54,349160,"['Cem Karaca']","['1lIbZfJvMQRqzhtCQsg5EI']",0.555,0.896,9,-8.561,0.135,0.483,0,0.339,0.923,135.566,"1994","02","02"
18954,"忘記時間",30,272088,"['胡歌']","['04T9gfyccsmxG79OSJp5r1']",0.656,0.428,6,-10.51,0.0298,0.362,0.000465,0.148,0.244,130.003,"2010",NA,NA
3366,"Cidadão",39,230733,"['Zé Ramalho']","['7JoWcJHDOG58JYTe6d400S']",0.507,0.846,4,-5.951,0.0723,0.249,0,0.156,0.653,114.212,"1998",NA,NA
17819,"A Love So Beautiful",58,245827,"['Michael Bolton']","['6YHEMoNPbcheiWS2haGzkn']",0.268,0.361,1,-11.701,0.0263,0.186,0.000171,0.0972,0.0768,61.299,"1987",NA,NA
23737,"Otro Viento Mejor",41,257667,"['Callejeros']","['2osoVujXgV0PA8lhqDKYFw']",0.352,0.946,8,-3.928,0.138,0.0736,0,0.374,0.671,160.174,"2004",NA,NA
22714,"China Blue",26,280973,"['Fancy']","['0CZzh950BDSsosMF5Lft5K']",0.555,0.861,6,-6.649,0.0351,0.00422,0.00477,0.105,0.723,124.461,"1988",NA,NA
23620,"Hepsi Bir Ya Sonunda",23,196560,"['Teoman']","['40KlwpvpKEQtZTJgbml8lT']",0.645,0.867,7,-7.425,0.0449,0.00666,1.3e-05,0.182,0.635,114.951,"1997","07","31"
9596,"Hypnotic (2010)",1,230693,"['Hogsnort Rupert']","['3v6j8uOi3FB4Tpf8mpf33f']",0.387,0.839,4,-5.607,0.0428,0.0358,0,0.143,0.918,186.116,"2010",NA,NA
6477,"愛情長跑",20,162760,"['Jenny Tseng']","['6U7CvLXWSS3t3a9iwY52oA']",0.576,0.503,0,-10.604,0.0357,0.734,0,0.113,0.677,122.959,"1970","01","01"
29033,"E chly ewig",13,230093,"['Peter Reber']","['6zyqeEDJC5qQuAPdOxrSaf']",0.434,0.54,1,-10.126,0.0367,0.636,0,0.149,0.418,146.395,"1985","07","01"
9030,"Balikbayan Box",30,312494,"['Eraserheads']","['7374lH6kwx9uQATYQ9H3Cp']",0.589,0.426,7,-15.336,0.0322,0.103,0.437,0.0678,0.269,129.948,"1998","11","27"
5495,"Numeros Rojos",37,326307,"['Señor Loop']","['04kzQulIze9pZ7MadKI9w2']",0.552,0.408,6,-10.118,0.0421,0.567,0.000196,0.179,0.462,150.083,"2013","02","28"
5959,"Tintin i Tibet, del 49",19,122680,"['Tintin', 'Tomas Bolme', 'Bert-Åke Varg']","['6aMD1KAa5i3Myy61cR8FiW', '7HjbJ8V87zrxkSzL1KieQk', '71ADe4Zg9UyE8WQEHbJSXM']",0.554,0.183,6,-18.69,0.931,0.782,0,0.143,0.624,79.162,"1978","07","17"
15878,"1984 - Live; 2005 Mix; 2016 Remaster",24,202227,"['David Bowie']","['0oSGxfWSnnOXhD2fKuz2Gy']",0.49,0.716,0,-13.553,0.0715,0.146,0,0.902,0.64,120.848,"1974","10","29"
23295,"Mencintaimu",42,304907,"['Krisdayanti', 'Iman S.']","['4Ou3mlRlqMFX0v6THuRlu6', '7AJEOZyGjgJpVH1mCQ2coT']",0.424,0.341,5,-11.733,0.0281,0.835,7.73e-05,0.117,0.106,71.122,"2000","02","01"
1630,"Days of Wine and Roses",16,164490,"['Andy Williams']","['4sj6D0zlMOl25nprDJBiU9']",0.209,0.114,5,-18.039,0.0336,0.872,0.000114,0.0887,0.13,84.602,"1970",NA,NA
21734,"Ajeeb Dastaan - Live - Film - Dil Apna Aur Preet Parai",29,237000,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']",0.308,0.722,5,-10.569,0.146,0.923,0.357,0.776,0.842,149,"1984","12","31"
1947,"Girls Got Rhythm",62,203293,"['AC/DC']","['711MCceyCBcFnzjGY4Q7Un']",0.512,0.979,4,-4.267,0.156,0.0513,0.00102,0.358,0.535,137.794,"1979","07","27"
15458,"House Next Door - Stereo",0,163933,"['Long John Baldry']","['5x9DWz6SpEVu9NgL8aktm2']",0.684,0.642,9,-8.05,0.0379,0.712,0,0.0882,0.901,113.524,"2006","01","01"
1281,"Drüg",63,219260,"['Lucky Luke', 'Emie']","['5ee4yhrWOxaxvL77BoVpVR', '7vMDKdgSZ2Scn4uzFdTDyZ']",0.685,0.496,0,-8.382,0.238,0.314,0.804,0.138,0.0569,124.987,"2018","04","06"
3002,"Söknuður",22,401473,"['Friðrik Karlsson']","['0pEArWDctQmYslRwrGOquY']",0.56,0.0607,0,-22.565,0.0336,0.949,0.851,0.097,0.0858,108.042,"2010","01","01"
18744,"He Was a Friend Of Mine",29,149933,"['The Byrds']","['1PCZpxHJz7WAMF8EEq8bfc']",0.173,0.399,9,-10.764,0.0305,0.567,8.44e-06,0.361,0.32,79.078,"1965","12","06"
12068,"Magic In Your Eyes",24,298467,"['Earl Klugh']","['00Nnsh2ykMBYnCDsSFGXSY']",0.717,0.596,0,-14.687,0.0367,0.177,0.857,0.0759,0.908,106.144,"1991","01","01"
4631,"Saludo a los Barrios",15,158400,"['Canario Luna']","['4J2YiJ2AzTXuif30jMKQNw']",0.592,0.551,2,-12.867,0.0525,0.84,2.62e-05,0.0997,0.847,122.545,"1985","01","01"
23973,"A Time For Love",12,161800,"['Matt Monro']","['06kr5yNAM2rOf4DXemM8fl']",0.183,0.297,8,-11.421,0.0297,0.901,5.71e-05,0.133,0.118,82.869,"1967","04","03"
15247,"傷心的小鸚鵡",26,196000,"['Ronald Cheng']","['66FF9LF0uO3W1zxEN0m8uN']",0.835,0.676,3,-7.188,0.0302,0.486,0,0.126,0.785,116.979,"2015","02","05"
11456,"Tu Sei Bella, Signorina",16,145067,"['Dean Martin']","['49e4v89VmlDcFCMyDv9wQ9']",0.219,0.257,8,-17.369,0.037,0.959,0.00599,0.296,0.226,97.462,"1958",NA,NA
1592,"Lucidez - Ao vivo",40,270987,"['Grupo Fundo De Quintal', 'Jorge Aragão']","['1WkZvxuA4zCcFF9GChK6Vr', '2cAooeeHKk2UvzUgIxpS0y']",0.518,0.8,11,-7.933,0.0378,0.694,0.0835,0.758,0.728,97.723,"2004","04","08"
15986,"Wolves Without Teeth",17,232973,"['Of Monsters and Men']","['4dwdTW1Lfiq0cM8nBAqIIz']",0.355,0.71,11,-6.163,0.0322,0.00108,0.000732,0.338,0.469,102.693,"2015","06","08"
4622,"Oasis - 2017 Full Moon Mix",4,401271,"['Calm']","['2WQ75gaXBzFIIF54BDJXDv']",0.64,0.715,0,-8.105,0.0461,0.411,0.63,0.782,0.459,96.008,"2017","05","24"
20880,"Cuenta Conmigo",57,228907,"['Jerry Rivera']","['7wOZy3KdFVVINgNFFxkxwO']",0.58,0.727,1,-4.568,0.0393,0.591,5.99e-05,0.223,0.901,86.803,"2010","06","08"
14193,"La voglia, la pazzia",52,173866,"['Ornella Vanoni', 'Toquinho', 'Vinícius de Moraes']","['4MR6tQyIrWK82b56cYPBDv', '7rPqFVgJYARiFsLDlN6W6y', '5HlnN6xF2MD87KhGRmCRTd']",0.4,0.47,6,-12.009,0.0504,0.895,7.89e-06,0.343,0.77,88.706,"1976","10","25"
774,"Anantha Kuyilin Pattu",34,298005,"['Malaysia Vasudevan', 'Surendar', 'Arunmozhi', 'K. S. Chithra', 'Deepika']","['0qS0rxCY4YfrUx9GCTlDIW', '2thixuRzS3t9ElzLd81K15', '3mCRya0mLtW9bljPonCX5f', '2IUtwMti1OiT3lkW6RubgH', '46IzioSYI2XSi7ogH4c38L']",0.664,0.333,5,-15.755,0.0906,0.375,0.00186,0.0472,0.736,143.982,"1997","02","14"
26966,"Algir - Tognatale",51,339307,"['Wardruna']","['0NJ6wlOAsAJ1PN4VRdTPKA']",0.453,0.239,1,-17.613,0.0282,0.107,0.828,0.765,0.0397,67.339,"2009","01","19"
16495,"Глава 11. Часть 2.3 - Кюхля",0,205100,"['Юрий Тынянов']","['0a39oecVf6UdscqWdiK1ny']",0.61,0.155,6,-20.348,0.961,0.838,0,0.609,0.687,55.949,"1925","03","24"
15290,"Miami 2017 (Seen the Lights Go Out on Broadway) - Live at Madison Square Garden, New York, NY - June 1980",33,304400,"['Billy Joel']","['6zFYqv1mOsgBRQbae3JJ9e']",0.313,0.798,2,-8.422,0.0588,0.267,5.71e-05,0.951,0.181,165.074,"1981","09","14"
5743,"Dragonfly",49,254427,"['Ziggy Marley']","['0o0rlxlC3ApLWsxFkUjMXc']",0.771,0.482,5,-8.323,0.0686,0.396,2.33e-06,0.0871,0.581,101.564,"2003","03","31"
26570,"Smilin' Skies",0,203542,"[""Coon-Sanders' Original Nighthawk Orchestra""]","['53E8i8Zawt25O5bICAORNO']",0.665,0.347,8,-8.883,0.0483,0.987,0.178,0.19,0.606,105.339,"1932",NA,NA
950,"Let's Fall In Love",16,243853,"['Ella Fitzgerald']","['5V0MlUE1Bft0mbLlND7FJz']",0.61,0.161,8,-14.338,0.0379,0.794,0,0.0879,0.585,109.091,"1961","01","01"
8459,"Everybody Shuffle",0,175147,"['Joe Venuti']","['7rOldyBQnbp9DtBGoKEiwl']",0.683,0.683,8,-2.323,0.0667,0.959,0.755,0.319,0.719,111.856,"1929",NA,NA
3788,"Uthaye Ja Unke Sitam",8,173027,"['Lata Mangeshkar']","['61JrslREXq98hurYL2hYoc']",0.467,0.297,7,-10.094,0.0298,0.923,8.41e-05,0.382,0.52,119.308,"1949","01","01"
18618,"Hey Jealousy",48,236440,"['Gin Blossoms']","['6kXp61QMZFPcKMcRPqoiVj']",0.479,0.787,6,-8.438,0.0405,0.000236,4.2e-06,0.331,0.45,152.875,"1992","01","01"
809,"Cavalleria Rusticana: Prelude",3,148667,"['Pietro Mascagni', 'Renato Cellini']","['3Z5fRknMBBNfCw6pkgR9S8', '0XvsuRN6GcGGsptalckTGj']",0.199,0.286,5,-12.593,0.0399,0.895,0.921,0.369,0.0524,113.457,"1953",NA,NA
21793,"Boy Who Cried Wolf",34,315267,"['The Style Council']","['3loflELg7MzgrOyNqERolN']",0.664,0.834,4,-5.978,0.0416,0.143,0.0416,0.191,0.805,97.766,"1985",NA,NA
23920,"Hollywood Hopeful",42,159333,"['Loudon Wainwright III']","['3loACRmkzdtOMNJEaB6j8L']",0.518,0.305,7,-12.116,0.0406,0.859,0,0.0852,0.573,146.485,"1975",NA,NA
11257,"Se Llevaron Mi Ganja (feat. Fyahbwoy)",31,262139,"['Toledo', 'Fyahbwoy']","['2edDMZSglhNmjytJPdkSbZ', '6uFTGm4t8Z6tXyCm22sLQM']",0.771,0.616,1,-8.201,0.199,0.111,0.000366,0.104,0.782,75.013,"2015","09","15"
27723,"Brassa på med kanonerna",36,156760,"['Astrid Lindgren', 'Pippi Långstrump']","['3MDsnjqnEd5TJaYsuacX1I', '7bb7LMk1Jzrvxr1U9r9uvx']",0.571,0.377,0,-13.492,0.546,0.912,1.08e-05,0.131,0.202,129.585,"1970","01","01"
9797,"Paz en el Valle",17,200630,"['Grupo Sacro Musical']","['4Ut4L0DciIwq23FaMhGjOS']",0.621,0.483,0,-15.544,0.0705,0.405,0,0.0559,0.524,113.195,"1980",NA,NA
17769,"Bewildered",25,141333,"['James Brown & The Famous Flames']","['32r72WOqqRO1DtSznId7Lr']",0.413,0.284,5,-17.559,0.0316,0.784,0,0.508,0.565,105.456,"1966","01","01"
7784,"Durazno y Convención (En Vivo)",18,408947,"['Jaime Roos']","['0JyDgMUQZ2FR1VN8XGzoFJ']",0.434,0.911,11,-8.018,0.092,0.191,0.102,0.974,0.575,106.455,"1998",NA,NA
6869,"Mis Amores",27,275440,"['Jose Alberto ""El Canario""']","['6TRzinjf5dzE8zA8baPbYz']",0.586,0.833,7,-7.246,0.0384,0.538,4.27e-05,0.0389,0.889,88.861,"1992","01","01"
18532,"Grip!",45,289367,"['Every Little Thing']","['7dZHl3ZmH21XpCwvcMlnml']",0.527,0.959,0,-2.009,0.0421,0.0101,0,0.34,0.51,119.678,"2003","03","12"
11529,"風是冷",24,181867,"['陳潔玲']","['0D6IxXCJJ8zJouzYihiIJm']",0.616,0.313,5,-13.29,0.0284,0.714,5.96e-06,0.107,0.251,124.341,"2000","03","21"
26735,"A Shot in the Arm",46,259800,"['Wilco']","['2QoU3awHVdcHS8LrZEKvSM']",0.556,0.787,2,-5.006,0.0305,0.0486,2.05e-05,0.0966,0.571,126.356,"1999","03","08"
10224,"Gö, da schaust - Bonus Track Remastered",18,253613,"['Wolfgang Ambros']","['1HIExD1wI4d0Y6Ehzl0YII']",0.701,0.747,0,-7.143,0.0377,0.0047,0,0.109,0.966,122.888,"1975",NA,NA
23487,"Some Mother's Son - Mono Mix",24,205373,"['The Kinks']","['1SQRv42e4PjEYfPhS0Tk9E']",0.356,0.659,7,-7.134,0.0362,0.168,0,0.0864,0.388,81.816,"1969","10","10"
9048,"Kai Olo Halage T' Amaxi",32,234080,"['Notis Christodoulou']","['6TOmOuOMxHjuPFnb2tMphO']",0.654,0.873,9,-6.53,0.0375,0.298,0,0.326,0.852,159.046,"2003","07","01"
24928,"01 - Großvaters Hütte - Teil 01",30,92640,"['Heidi']","['2kSiXgvssxAYOIvu4lwVGf']",0.689,0.681,0,-13.111,0.872,0.887,0,0.659,0.684,44.265,"1977",NA,NA
21933,"Life Changed",47,180025,"['Lil Tjay']","['6jGMq4yGs7aQzuGsMgVgZR']",0.654,0.597,10,-7.755,0.253,0.106,0,0.0934,0.567,159.783,"2021","04","05"
14471,"Fly high",22,245000,"['Ayumi Hamasaki']","['3Mvc8kRgr8LRYYgvFmlZqn']",0.569,0.976,9,-4.303,0.0868,0.00553,0.00791,0.368,0.617,133.861,"2001","03","28"
23436,"Armaan Kuchh To Dil Men",0,203853,"['Khursheed Bano']","['7kVBJQZOUomjWvH1ZnkW9f']",0.377,0.0441,11,-20.706,0.0612,0.992,0.842,0.202,0.546,74.103,"1941","12","31"
12708,"Brighton Rock - Remastered 2011",53,310013,"['Queen']","['1dfeR4HaWDbWqFHLkxsg1d']",0.354,0.843,11,-9.17,0.378,0.355,0.0126,0.789,0.348,137.62,"1974","11","08"
25124,"Andrea/Tema di Rimini",23,442800,"['Fabrizio De André']","['19HiWVd2g0XyJstBsbW2Qm']",0.707,0.447,7,-10.531,0.0294,0.302,0.00453,0.161,0.557,114.62,"1978","02","15"
26992,"Mere Dilruba Aaja",0,194870,"['Sitara']","['3fSAWvxuaOr9XHUfZDYr9Z']",0.361,0.31,6,-12.067,0.107,0.984,0.00439,0.353,0.755,82.658,"1944","01","01"
6212,"Me and You and a Dog Named Boo",52,177933,"['Lobo']","['1sldhz8tzC100cRAdfnMht']",0.628,0.603,6,-10.286,0.0312,0.178,1.73e-05,0.0686,0.951,120.782,"1996","04","19"
5937,"Mi Htipas S' Ena Spiti Klisto",8,206983,"['Manolis Mitsias']","['0iPmB3x32r1vp0nL4gsjMo']",0.278,0.504,7,-9.715,0.0372,0.662,0,0.117,0.451,179.497,"1970","04","06"
6839,"Jänis istui maassa",5,105867,"['Eero Väre']","['7fnfwz7jeJPeOtRxLTbon4']",0.707,0.0765,0,-13.853,0.0879,0.879,3.03e-06,0.31,0.537,104.738,"1966","06","14"
12920,"We're Good",68,165507,"['Dua Lipa']","['6M2wZ9GZgrQXHCFfjv46we']",0.718,0.561,6,-6.987,0.0578,0.0334,0,0.182,0.615,133.993,"2021","02","12"
1958,"The Snake",21,236280,"['The Pink Fairies']","['45BIdHR6MPeNr1aNT10GJE']",0.458,0.817,10,-10.437,0.0966,0.000317,0.00115,0.188,0.491,132.569,"1971",NA,NA
8900,"Lluvia De Verano",26,258493,"['Diomedes Diaz', 'Juancho Rois']","['66NweiA3nU84k1S3SZdTSG', '0ZDAU5BLvLXTYqlrjW6KF1']",0.753,0.713,0,-3.121,0.0529,0.774,0,0.0879,0.97,149.201,"1993",NA,NA
17635,"005 - Der Fall Bienlein - Teil 22",19,91827,"['Tim & Struppi']","['5tPZg5v77aYKHCsgeMJeBd']",0.674,0.448,7,-16.637,0.953,0.245,0,0.182,0.408,144.648,"1984","12","18"
8149,"The Band Played Waltzing Matilda",45,490480,"['The Pogues']","['2wzMOQwNT6ZvVB4amvhFAH']",0.634,0.132,9,-20.226,0.0344,0.457,0.000229,0.125,0.197,104.788,"1985",NA,NA
15449,"I Once Had Your Love (And I Can't Let Go)",31,281507,"['The Isley Brothers']","['53QzNeFpzAaXYnrDBbDrIp']",0.607,0.467,6,-14.893,0.235,0.777,0.161,0.192,0.773,165.142,"1981","08","21"
23866,"El Agua Cristalina",35,325591,"['Julio Elias']","['48WgGJaeuXJ6ndP5f9Qd8M']",0.244,0.699,5,-4.274,0.0334,0.251,0,0.275,0.399,178.822,"2011","12","01"
15686,"Malare Malare Theriyatha",4,210773,"['P. Susheela']","['0aFGod7DM6b3O5l1AmvFwK']",0.535,0.495,3,-7.46,0.0341,0.924,0.000319,0.0693,0.758,109.417,"1961","09","30"
3734,"Runaway",12,133240,"['The Ventures']","['2GaayiIs1kcyNqRXQuzp35']",0.451,0.707,9,-13.337,0.0286,0.619,0.0658,0.161,0.968,166.177,"1963","01","01"
18198,"Kid Gloves",19,260027,"['Rush']","['2Hkut4rAAyrQxRdof7FVJq']",0.413,0.959,9,-6.851,0.0632,0.0481,0.0403,0.128,0.668,181.699,"1984","01","01"
11580,"Carta Sobre a Mesa (Acústico) (feat. Leonardo)",51,233013,"['Amado Batista', 'Leonardo']","['5mQMEwn8ExRnlxpp3L0gHn', '2YWOP324cKGfkTo2PydgJR']",0.753,0.639,0,-8.784,0.0259,0.296,1.74e-05,0.253,0.738,104.95,"2005","11","01"
9015,"Envelheço na cidade",57,197080,"['Ira!']","['7L5YQQJPL1wrmrdigJavV7']",0.61,0.802,2,-6.334,0.028,0.000501,6.29e-05,0.323,0.645,117.184,"2012","02","29"
19706,"Beauty Of The Beast",40,620840,"['Nightwish']","['2NPduAUeLVsfIauhRwuft1']",0.218,0.856,2,-7.876,0.0483,0.000188,0.0434,0.188,0.309,87.421,"2002",NA,NA
25561,"Familiar Hell",46,246611,"['Battle Beast']","['7k5jeohQCF20a8foBD9ize']",0.587,0.928,4,-5.858,0.037,0.000403,1.93e-05,0.376,0.715,127.028,"2017","02","17"
15249,"Instigante - Ao Vivo",46,159080,"['Sorriso Maroto']","['1fUSLFr4WUBx7joEcGwpvG']",0.614,0.915,9,-5.302,0.0434,0.819,0,0.786,0.826,160.976,"2014","11","24"
