"iid","vid"
"876_20170511","103124"
"1843_20171114","103144"
"64231_20170425","103103"
"65391_20171121","103119"
"30532_20190312","103119"
"4703_20170830","103145"
"68832_20180530","103154"
"25167_20190507","103135"
"4654_20180604","103116"
"65392_20190508","103154"
"58573_20180319","103154"
"2263_20170425","103103"
"36758_20181003","103120"
"2697_20180927","103109"
"66_20181226","103154"
"3373_20180412","103150"
"67895_20170209","103105"
"1249_20180515","103116"
"10438_20161207","103150"
"87594_20190506","103162"
"74487_20190503","103124"
"4850_20161217","103120"
"3267_20170623","103144"
"1339_20161221","103157"
"65829_20180711","103161"
"3861_20161025","103105"
"62308_20171026","103131"
"3963_20181126","103154"
"2360_20180607","103105"
"3677_20170914","103144"
"65348_20170627","103151"
"6003_20180208","103131"
"33920_20180222","103157"
"91931_20190521","103124"
"200_20170104","103119"
"16441_20190211","103124"
"59935_20180411","103142"
"1565_20190326","103148"
"68036_20170804","103149"
"3920_20170214","103144"
"71286_20180302","103149"
"7375_20181105","103103"
"37115_20181010","103144"
"3237_20170713","103132"
"2941_20171129","103143"
"34814_20190219","103131"
"60547_20170421","103121"
"615_20170608","103124"
"59838_20180723","103144"
"903_20171211","103144"
"3642_20170510","103131"
"3263_20170317","103161"
"64176_20170713","103114"
"2615_20170818","103145"
"81475_20190514","103152"
"2917_20190501","103150"
"3858_20180501","103138"
"5144_20170601","103154"
"13426_20171106","103161"
"1614_20171107","103148"
"84711_20190514","103129"
"384_20190321","103105"
"477_20170605","103124"
"6620_20190320","103124"
"67690_20180712","103127"
"74680_20170125","103131"
"91459_20190507","103144"
"36745_20180514","103138"
"1712_20180515","103154"
"59577_20170427","103157"
"2863_20170830","103139"
"4558_20170803","103124"
"59397_20180510","103131"
"1784_20180723","103119"
"36687_20180924","103133"
"67063_20170705","103149"
"61953_20171204","103139"
"60473_20190228","103161"
"6500_20170512","103131"
"84656_20190429","103154"
"3056_20190319","103154"
"551_20190213","103150"
"7745_20161110","103149"
"83643_20190523","103119"
"36024_20170816","103154"
"999_20170714","103133"
"3210_20180205","103133"
"70516_20170407","103154"
"32671_20170110","103103"
"59574_20170802","103114"
"60518_20170824","103149"
"59179_20190311","103119"
"19082_20190423","103133"
"66900_20180612","103103"
"33920_20180222","103147"
"34585_20180208","103139"
"64513_20170217","103120"
"7605_20171026","103120"
"4755_20161228","103149"
"70562_20170908","103156"
"1354_20190131","103132"
"98995_20190422","103105"
"2501_20161214","103149"
"13623_20190110","103154"
"12768_20171120","103124"
"75637_20190515","103124"
"65795_20190219","103142"
"17689_20170216","103144"
"9677_20180830","103124"
"27350_20171017","103154"
"7786_20171018","103103"
"4608_20190326","103132"
"1047_20180914","103154"
"33011_20170227","103149"
"3439_20190529","103154"
"59949_20171017","103154"
"146_20181227","103154"
"66418_20180605","103103"
"3046_20170505","103145"
"5033_20170104","103142"
"5960_20170526","103119"
"57755_20180425","103138"
"62632_20180123","103139"
"81365_20190422","103103"
"2743_20161024","103154"
"68130_20170110","103149"
"5926_20180223","103133"
"7747_20180622","103148"
"65137_20170802","103105"
"4797_20171130","103120"
"66656_20180605","103149"
"17689_20190416","103138"
"66717_20180222","103116"
"29428_20180130","103161"
"37882_20190311","103149"
"19379_20161109","103157"
"39875_20190326","103133"
"68865_20171129","103161"
"38072_20170803","103142"
"18357_20161229","103154"
"10373_20190528","103147"
"24279_20190305","103102"
"4627_20180227","103149"
"891_20171228","103149"
"151_20180514","103102"
"67982_20190116","103120"
"3134_20190130","103142"
"726_20180522","103103"
"67565_20161212","103103"
"37060_20181024","103142"
"2841_20170818","103120"
"59016_20190308","103153"
"14740_20180702","103142"
"2293_20161117","103144"
"37168_20180123","103105"
"71997_20190521","103129"
"1734_20190226","103102"
"37651_20161114","103142"
"3262_20170323","103156"
"39695_20190130","103138"
"4959_20171114","103142"
"5257_20161214","103114"
"40216_20180717","103132"
"3424_20180131","103120"
"66515_20171025","103161"
"64612_20170808","103132"
"6356_20181010","103154"
"3029_20180426","103109"
"27821_20171130","103154"
"10083_20170905","103138"
"1768_20170719","103161"
"74487_20190503","103120"
"38330_20171120","103142"
"9869_20180131","103131"
"23865_20180117","103133"
"68986_20181018","103119"
"5919_20170120","103149"
"2659_20170306","103154"
"60475_20190304","103119"
"2352_20180719","103142"
"69759_20180305","103119"
"35106_20170223","103161"
"32925_20190320","103149"
"45_20180529","103131"
"4607_20171108","103114"
"1702_20171130","103120"
"3962_20170130","103139"
"1300_20171005","103154"
"3165_20181127","103144"
"1565_20190326","103144"
"66384_20170828","103109"
"1724_20161026","103119"
"1692_20170913","103150"
"3895_20180313","103144"
"1542_20170705","103116"
"18310_20180606","103119"
"5017_20180605","103124"
"4584_20170330","103142"
"413_20181017","103133"
"1796_20171114","103133"
"36758_20161214","103148"
"28976_20180608","103120"
"37507_20170926","103147"
"315_20161110","103120"
"273_20171002","103157"
"21785_20190219","103118"
"13831_20190425","103133"
"66679_20171108","103149"
"70022_20170926","103154"
"7856_20180411","103142"
"2335_20171023","103139"
"62939_20170822","103129"
"37818_20171213","103150"
"1147_20180102","103144"
"38929_20180319","103156"
"38379_20171030","103116"
"792_20170713","103131"
"3397_20181010","103131"
"63576_20190514","103144"
"29610_20181009","103154"
"1332_20180524","103120"
"2032_20161031","103116"
"2649_20180409","103133"
"58_20170918","103105"
"3643_20180719","103154"
"892_20181022","103144"
"57552_20161206","103138"
"62532_20181211","103124"
"63119_20180605","103129"
"65813_20170201","103133"
"3951_20170419","103154"
"6739_20190422","103133"
"2135_20170221","103120"
"5136_20170710","103144"
"950_20170911","103133"
"3373_20170223","103139"
"35425_20190219","103131"
"18805_20180308","103124"
"63601_20180308","103138"
"96292_20190426","103124"
"63893_20180517","103119"
"1757_20180521","103161"
"37507_20170926","103149"
"14285_20161227","103118"
"59178_20171018","103144"
"2664_20181211","103139"
"40185_20170222","103139"
"5905_20170313","103129"
"19043_20161209","103124"
"90950_20190509","103157"
"2356_20180730","103144"
"85787_20190430","103102"
"94351_20190508","103139"
"3621_20180419","103119"
"63893_20180517","103124"
"68483_20171005","103156"
"64176_20180725","103109"
"7547_20190515","103157"
"2437_20180529","103120"
"1811_20171219","103116"
"5891_20181015","103133"
"2863_20170830","103138"
"80961_20190513","103144"
"2020_20161214","103116"
"68998_20170328","103120"
"67330_20190408","103161"
"66418_20190117","103109"
"68454_20180625","103102"
"2717_20170719","103102"
"17822_20181203","103144"
"79401_20190502","103119"
"3640_20170711","103124"
"77532_20190429","103156"
"39176_20171219","103114"
"64525_20171010","103144"
"4959_20180718","103133"
"64076_20161205","103144"
"3859_20170328","103119"
"591_20181211","103154"
"7598_20181029","103139"
"59397_20171010","103149"
"4533_20190320","103139"
"34591_20190122","103119"
"71131_20161005","103119"
"16513_20170123","103103"
"2925_20171205","103109"
"63082_20170512","103150"
"91986_20190507","103161"
"68699_20161026","103149"
"7503_20161228","103120"
"65487_20171107","103120"
"2750_20180801","103131"
"65561_20190110","103132"
"2854_20180214","103133"
"68739_20190513","103149"
"10227_20180307","103144"
"542_20170630","103103"
"5032_20180702","103144"
"2279_20190207","103158"
"3752_20180321","103124"
"4622_20190520","103144"
"2721_20170816","103139"
"1854_20190411","103133"
"68407_20171106","103144"
"30532_20180731","103131"
"3870_20170717","103114"
"5855_20161102","103154"
"68320_20170120","103103"
"8948_20180208","103144"
"5880_20190227","103154"
"34221_20180501","103103"
"68196_20180228","103119"
"58576_20180213","103116"
"39049_20171127","103129"
"2323_20180814","103154"
"65007_20171102","103149"
"65791_20180627","103120"
"59599_20170831","103103"
"7744_20190228","103124"
"66705_20170302","103103"
"37882_20180316","103116"
"39888_20190109","103147"
"1991_20171129","103139"
"68105_20170104","103139"
"36473_20181206","103161"
"3643_20190308","103105"
"59178_20161102","103144"
"1813_20190213","103107"
"2131_20171214","103144"
"35199_20190408","103139"
"1241_20171018","103154"
"66992_20180829","103157"
"2051_20180814","103114"
"795_20170104","103154"
"2189_20190226","103154"
"6734_20171108","103131"
"39053_20180501","103119"
"2731_20190408","103103"
"4800_20170713","103154"
"3317_20171026","103124"
"32925_20190320","103131"
"4636_20170712","103154"
"33222_20190425","103103"
"2317_20180411","103124"
"3309_20190305","103156"
"63280_20190516","103119"
"1778_20180927","103109"
"37820_20170926","103154"
"10373_20181120","103119"
"65674_20170119","103144"
"32654_20180529","103116"
"38566_20171206","103105"
"68105_20170104","103120"
"18606_20170213","103157"
"63503_20180604","103144"
"64308_20170804","103161"
"36602_20190430","103152"
"71909_20161005","103154"
"60475_20170331","103148"
"1668_20190227","103124"
"69849_20180305","103138"
"36745_20190411","103103"
"18825_20181126","103112"
"1147_20180102","103129"
"31568_20190227","103124"
"59638_20190425","103144"
"61823_20171102","103114"
"62000_20170803","103154"
"4592_20170913","103119"
"67584_20161103","103120"
"2980_20180215","103107"
"827_20170302","103157"
"65649_20180315","103145"
"283_20180417","103132"
"61351_20180108","103157"
"5817_20170118","103120"
"2357_20180723","103118"
"3206_20190520","103153"
"64835_20171211","103124"
"39396_20171206","103154"
"4502_20170413","103119"
"66220_20180313","103119"
"1726_20180202","103161"
"19416_20161222","103119"
"67237_20170914","103103"
"88756_20190501","103133"
"3211_20180905","103131"
"1381_20170822","103116"
"3053_20180308","103119"
"544_20180925","103115"
"60548_20180608","103156"
"38427_20171025","103105"
"1122_20171214","103150"
"59872_20181029","103119"
"61856_20180523","103161"
"1617_20190528","103144"
"18825_20180221","103124"
"1692_20181030","103120"
"2421_20190321","103105"
"5905_20170313","103150"
"9273_20190213","103105"
"61093_20190426","103109"
"10625_20181004","103154"
"24572_20161130","103161"
"587_20181203","103133"
"67246_20180430","103154"
"66475_20171122","103157"
"39176_20171219","103133"
"66990_20170721","103149"
"68644_20180110","103120"
"40185_20170222","103144"
"23702_20180709","103132"
"1641_20180716","103154"
"17689_20170216","103132"
"59153_20171018","103131"
"5854_20181210","103144"
"2132_20170928","103109"
"1757_20190416","103139"
"7645_20180206","103161"
"36523_20180502","103133"
"5820_20170914","103109"
"5179_20190507","103144"
"62597_20171213","103142"
"58673_20170103","103119"
"60737_20180130","103120"
"519_20171212","103142"
"5183_20180717","103147"
"68615_20190215","103112"
"2063_20180731","103124"
"589_20161128","103154"
"423_20190507","103120"
"67123_20180419","103114"
"36201_20180213","103154"
"10433_20170728","103144"
"1426_20190304","103114"
"2622_20170308","103156"
"2717_20170719","103139"
"68131_20190212","103129"
"70914_20170919","103119"
"37792_20180228","103154"
"69383_20180420","103154"
"2810_20180308","103143"
"619_20170929","103136"
"67067_20190314","103120"
"2245_20170922","103154"
"34102_20171212","103161"
"811_20190326","103116"
"63297_20190520","103144"
"38929_20190226","103154"
"11860_20170314","103119"
"1798_20171004","103142"
"58718_20170420","103131"
"5963_20170927","103144"
"2135_20180222","103149"
"2818_20190110","103156"
"7857_20180717","103116"
"37651_20161114","103154"
"69244_20170816","103148"
"2323_20170118","103124"
"63280_20171013","103114"
"64805_20190508","103142"
"36850_20170927","103144"
"64141_20170906","103142"
"1617_20180522","103144"
"2315_20161207","103120"
"1596_20171201","103154"
"59935_20180411","103120"
"37231_20181226","103133"
"2599_20180409","103124"
"3343_20171010","103124"
"87511_20190515","103102"
"33145_20170914","103154"
"18606_20170213","103154"
"65245_20171213","103154"
"905_20171212","103149"
"59826_20171115","103116"
"6660_20170501","103138"
"18616_20170810","103133"
"2849_20161114","103154"
"4502_20170413","103114"
"58922_20190508","103129"
"84656_20190429","103119"
"36571_20180824","103120"
"59896_20170920","103154"
"21982_20171116","103131"
"3165_20181127","103102"
"35786_20190319","103149"
"7765_20180508","103119"
"59520_20180426","103124"
"3133_20170516","103116"
"69115_20180814","103154"
"36348_20171205","103161"
"5940_20181003","103149"
"2974_20180606","103144"
"7375_20181105","103142"
"76441_20190508","103131"
"63615_20190514","103133"
"2334_20171128","103120"
"69350_20161110","103131"
"36205_20190403","103133"
"68366_20170109","103147"
"835_20171114","103142"
"1366_20181025","103119"
"68351_20190408","103103"
"3016_20180507","103145"
"1797_20190319","103147"
"18755_20170425","103133"
"59153_20180627","103119"
"6718_20180606","103152"
"65902_20170421","103144"
"89511_20190429","103156"
"824_20170621","103124"
"3496_20190523","103109"
"34591_20190122","103130"
"66363_20171204","103120"
"66584_20180430","103120"
"59179_20180403","103144"
"61989_20170627","103102"
"3571_20190409","103149"
"17762_20161011","103154"
"7661_20171127","103103"
"3134_20190130","103157"
"2580_20180618","103149"
"59397_20170322","103116"
"35659_20170915","103132"
"4907_20180710","103138"
"1047_20180822","103103"
"38379_20180625","103144"
"4685_20180507","103144"
"70685_20170104","103149"
"33527_20190108","103142"
"1664_20171108","103149"
"62632_20170111","103131"
"298_20161013","103120"
"3885_20180321","103124"
"63601_20161007","103121"
"84961_20190516","103149"
"4598_20190515","103129"
"3571_20171213","103154"
"65795_20170911","103124"
"5033_20170104","103154"
"1830_20170620","103139"
"7119_20190319","103142"
"37731_20180314","103142"
"3492_20190515","103132"
"10877_20180109","103109"
"69799_20170118","103144"
"2843_20190128","103132"
"67330_20190408","103102"
"10668_20180105","103150"
"65635_20170912","103130"
"33619_20170808","103124"
"67186_20171005","103124"
"68173_20170725","103131"
"1434_20171201","103124"
"25162_20170308","103147"
"1896_20180223","103142"
"64843_20190502","103124"
"2144_20171212","103119"
"18573_20170928","103129"
"2619_20180206","103144"
"63265_20180627","103133"
"65181_20170808","103161"
"628_20161130","103143"
"7471_20170123","103143"
"510_20161109","103109"
"68955_20180302","103154"
"6739_20190422","103124"
"68894_20180710","103124"
"66896_20170622","103150"
"57601_20161027","103138"
"2766_20161014","103157"
"69653_20190405","103154"
"5053_20170130","103150"
"69419_20181205","103145"
"2004_20171107","103133"
"39708_20170620","103116"
"65057_20180530","103154"
"78965_20190429","103121"
"36635_20170201","103133"
"3485_20161107","103144"
"65137_20190130","103116"
"1452_20190207","103153"
"40216_20180717","103129"
"3133_20170516","103131"
"68986_20171211","103105"
"625_20180316","103120"
"4678_20180918","103154"
"273_20180829","103152"
"283_20170209","103102"
"62550_20161128","103133"
"64835_20180926","103131"
"37389_20190408","103145"
"18825_20181126","103109"
"63619_20170919","103144"
"66220_20180313","103162"
"2749_20161128","103154"
"68672_20190312","103124"
"37755_20170110","103145"
"7643_20180416","103161"
"5998_20190422","103120"
"3217_20180130","103102"
"5908_20190301","103131"
"320_20190314","103161"
"3870_20161129","103149"
"32818_20161217","103124"
"59574_20180207","103154"
"36850_20180829","103154"
"580_20180313","103120"
"34726_20190429","103120"
"703_20180417","103120"
"3338_20180223","103127"
"1065_20170906","103124"
"3048_20161018","103124"
"85787_20190430","103138"
"68672_20190312","103157"
"40217_20180601","103112"
"69769_20190308","103149"
"36687_20170720","103103"
"3661_20161012","103157"
"68442_20171012","103150"
"71057_20190205","103157"
"1526_20190221","103133"
"2749_20170601","103161"
"10376_20161129","103139"
"58576_20190416","103112"
"5039_20180502","103158"
"59638_20170626","103119"
"16513_20190304","103149"
"96132_20190523","103150"
"37407_20170920","103142"
"19379_20161109","103103"
"69419_20180510","103120"
"62739_20170724","103145"
"5927_20190204","103131"
"64958_20180612","103131"
"68160_20181107","103121"
"1989_20180829","103131"
"78075_20190509","103150"
"59178_20161102","103103"
"91298_20190528","103124"
"63615_20171129","103124"
"9599_20170925","103133"
"1232_20170407","103147"
"1912_20190305","103154"
"11860_20170314","103147"
"2437_20190225","103118"
"65260_20170227","103149"
"475_20180410","103144"
"69016_20180813","103142"
"37731_20180314","103161"
"3409_20170523","103103"
"5847_20190215","103154"
"5850_20190319","103157"
"61976_20170809","103142"
"10373_20180612","103156"
"7495_20161024","103151"
"1241_20190523","103114"
"1741_20170412","103142"
"35702_20180306","103116"
"140_20180105","103156"
"384_20170501","103149"
"64116_20180110","103118"
"2610_20190515","103142"
"33160_20190411","103109"
"32702_20180202","103131"
"64513_20170217","103144"
"39528_20180208","103120"
"628_20180504","103148"
"100126_20190403","103129"
"3048_20171120","103144"
"59153_20161020","103142"
"65795_20190219","103103"
"2632_20170309","103142"
"386_20171116","103131"
"1002_20180509","103161"
"6654_20180207","103152"
"4864_20161206","103124"
"1000_20180523","103133"
"32556_20170523","103154"
"59828_20180924","103149"
"7691_20170201","103114"
"3070_20180419","103114"
"60518_20170824","103109"
"1641_20180716","103144"
"14303_20180621","103131"
"2066_20180307","103142"
"37833_20180327","103156"
"403_20180430","103124"
"3029_20181206","103142"
"68160_20170510","103150"
"36786_20180126","103105"
"253_20171114","103154"
"71292_20161221","103124"
"5834_20181001","103144"
"80495_20190425","103109"
"69403_20170918","103149"
"63576_20190514","103145"
"28468_20180321","103161"
"3481_20171205","103133"
"6962_20170828","103147"
"7635_20180411","103145"
"98673_20190514","103125"
"65834_20170517","103131"
"1347_20181106","103147"
"5955_20170912","103147"
"77462_20190418","103119"
"3433_20170803","103102"
"15535_20181004","103141"
"2544_20190515","103109"
"5915_20170209","103116"
"64513_20180228","103124"
"68442_20190221","103145"
"1636_20181003","103149"
"37344_20180524","103103"
"2755_20161205","103154"
"2437_20161128","103124"
"63897_20180319","103133"
"854_20180418","103133"
"2263_20170425","103132"
"37090_20180521","103131"
"98329_20190517","103124"
"91253_20171031","103120"
"4476_20170501","103133"
"81203_20180126","103120"
"23068_20171011","103114"
"18767_20170906","103139"
"2858_20190307","103103"
"74217_20180312","103152"
"87594_20170927","103157"
"85683_20180305","103124"
"82944_20171212","103120"
"77185_20161205","103119"
"72164_20161024","103124"
"84888_20171031","103119"
"3267_20190214","103119"
"68407_20170112","103154"
"1487_20180125","103124"
"87795_20170227","103154"
"7493_20171114","103131"
"81759_20161006","103147"
"74591_20171213","103154"
"89059_20170227","103114"
"84517_20171213","103144"
"83351_20171127","103138"
"66394_20180308","103120"
"77693_20170810","103144"
"70017_20190417","103133"
"17779_20190430","103142"
"35199_20190408","103149"
"98050_20190430","103119"
"1352_20190115","103154"
"74374_20170629","103124"
"9684_20171025","103109"
"509_20190305","103124"
"61516_20170117","103156"
"3850_20161215","103161"
"87791_20180301","103119"
"70993_20170523","103119"
"90710_20170809","103105"
"84205_20170829","103103"
"83709_20190522","103105"
"94012_20180112","103134"
"73949_20170823","103132"
"91313_20171103","103105"
"81588_20171226","103114"
"80798_20170830","103116"
"5946_20190301","103144"
"63488_20180322","103148"
"6660_20171214","103154"
"2168_20180129","103139"
"87814_20180319","103109"
"184_20180213","103129"
"1619_20180403","103116"
"3482_20170407","103133"
"5206_20180611","103131"
"3444_20180606","103154"
"6007_20170110","103119"
"33096_20180925","103120"
"61494_20170110","103114"
"5019_20180402","103154"
"80629_20180213","103119"
"5578_20171130","103120"
"35199_20190408","103103"
"33442_20170807","103124"
"89982_20170125","103103"
"85781_20170821","103157"
"1127_20171004","103154"
"3817_20171129","103150"
"60823_20190227","103127"
"3190_20170105","103154"
"84543_20180131","103119"
"78405_20170808","103124"
"18825_20161205","103120"
"69984_20170315","103149"
"90316_20180306","103149"
"77850_20161011","103114"
"7095_20181210","103156"
"7691_20170201","103144"
"71057_20170807","103131"
"33125_20181108","103154"
"83497_20170301","103145"
"90378_20171127","103150"
"88428_20180123","103119"
"88756_20190501","103123"
"85342_20190425","103116"
"82793_20170322","103149"
"85697_20170707","103154"
"69069_20171019","103120"
"86168_20170731","103149"
"2689_20180518","103139"
"74759_20190422","103153"
"85333_20170104","103141"
"68390_20170918","103119"
"60210_20190401","103133"
"3167_20170828","103139"
"4584_20170926","103139"
"551_20170621","103144"
"3345_20180412","103157"
"1452_20190207","103132"
"5926_20170927","103124"
"5017_20180605","103157"
"18102_20190220","103116"
"10540_20180615","103103"
"3571_20190409","103145"
"77901_20170706","103154"
"69799_20190402","103103"
"3861_20171106","103133"
"2580_20190130","103118"
"68403_20170524","103124"
"4072_20190515","103145"
"87782_20170927","103109"
"2066_20180821","103144"
"4734_20181128","103124"
"4607_20171108","103132"
"961_20171103","103149"
"1532_20170606","103133"
"81442_20180314","103133"
"33056_20190201","103124"
"81460_20180108","103154"
"68890_20180606","103157"
"1727_20170315","103120"
"87440_20170925","103139"
"88066_20190430","103109"
"39824_20190130","103120"
"71440_20161121","103124"
"81484_20170911","103124"
"4650_20180315","103138"
"5033_20180803","103136"
"2717_20170719","103103"
"29948_20190516","103124"
"75991_20170124","103119"
"93197_20171121","103133"
"77546_20170424","103144"
"9156_20180307","103142"
"80742_20171107","103156"
"10280_20181018","103154"
"5812_20180223","103161"
"67427_20180320","103157"
"68345_20170912","103120"
"35852_20180205","103120"
"33940_20180130","103139"
"79729_20161018","103152"
"1742_20180423","103143"
"3043_20180111","103133"
"37651_20170829","103142"
"3429_20161202","103124"
"37344_20180524","103124"
"2505_20190314","103161"
"15738_20190102","103132"
"5892_20170927","103144"
"81651_20170112","103119"
"78306_20180320","103154"
"87492_20180222","103149"
"83424_20171130","103120"
"4874_20180306","103120"
"78332_20170818","103145"
"1959_20190206","103131"
"2495_20170601","103120"
"87107_20170929","103144"
"16349_20170420","103154"
"74563_20171027","103144"
"81606_20170531","103131"
"2243_20190516","103105"
"2455_20171003","103120"
"8202_20180131","103124"
"71286_20190410","103154"
"2684_20161102","103102"
"87447_20170830","103114"
"85709_20180306","103162"
"80591_20170109","103110"
"2325_20181128","103161"
"78408_20171211","103131"
"90603_20180305","103154"
"69750_20171204","103156"
"79025_20190506","103102"
"92983_20180228","103120"
"90813_20170512","103133"
"74149_20161207","103154"
"92555_20171002","103161"
"3543_20181127","103109"
"34033_20180102","103129"
"7243_20161121","103110"
"65896_20171004","103141"
"87107_20170929","103124"
"286_20180906","103149"
"69706_20161021","103154"
"87281_20180201","103120"
"84698_20170222","103119"
"81579_20170712","103121"
"2610_20161017","103120"
"74131_20170920","103149"
"2359_20180213","103129"
"91802_20180228","103150"
"941_20190103","103144"
"36024_20180521","103139"
"4184_20171108","103131"
"87482_20171205","103102"
"2317_20190403","103124"
"85377_20180108","103133"
"2893_20170919","103125"
"87778_20171113","103157"
"33920_20170927","103133"
"9103_20190311","103133"
"75402_20170825","103109"
"79050_20161019","103150"
"140_20171011","103139"
"4982_20170207","103149"
"71440_20180205","103131"
"1959_20180130","103109"
"665_20180529","103114"
"76960_20170802","103148"
"74994_20161012","103154"
"78063_20161005","103124"
"78669_20180307","103153"
"1203_20170803","103131"
"62462_20171023","103145"
"4703_20170830","103142"
"32625_20190425","103144"
"75888_20170106","103154"
"4864_20180614","103109"
"1555_20170626","103147"
"87594_20190506","103120"
"68160_20170510","103132"
"1090_20170504","103148"
"2358_20170711","103120"
"40217_20190128","103124"
"60824_20171113","103142"
"65791_20161110","103149"
"71783_20170804","103154"
"7645_20161230","103144"
"65369_20190312","103109"
"2739_20181107","103103"
"5033_20170920","103144"
"4846_20170830","103104"
"38606_20170223","103103"
"2420_20170724","103142"
"63136_20180119","103156"
"80744_20170124","103119"
"2690_20161025","103119"
"84196_20170306","103120"
"89798_20171130","103124"
"74508_20170721","103116"
"84469_20161202","103119"
"80137_20170912","103105"
"75604_20170620","103133"
"78985_20170906","103138"
"76957_20190422","103124"
"62000_20190111","103129"
"1232_20190211","103149"
"85327_20171017","103131"
"88091_20180126","103105"
"3345_20170524","103154"
"4620_20190211","103157"
"703_20180417","103114"
"84690_20170328","103119"
"3343_20181002","103103"
"69759_20180305","103142"
"81839_20170222","103132"
"89728_20180122","103103"
"82664_20161109","103120"
"88461_20171011","103144"
"76546_20171101","103119"
"76513_20170213","103124"
"78332_20170818","103147"
"68629_20180126","103129"
"79805_20180119","103149"
"4755_20171004","103139"
"80887_20170511","103154"
"80279_20161102","103142"
"79970_20161215","103139"
"93289_20171221","103102"
"82340_20170323","103124"
"80669_20170816","103160"
"72004_20161103","103114"
"83566_20170627","103120"
"86845_20171011","103124"
"1811_20190222","103103"
"79989_20170124","103109"
"89115_20170615","103161"
"89654_20190515","103156"
"77005_20190420","103144"
"86567_20171011","103119"
"84165_20171031","103120"
"84656_20190429","103147"
"84394_20170926","103133"
"87298_20180306","103157"
"64933_20180516","103109"
"85578_20180123","103124"
"39667_20170912","103124"
"82869_20170801","103116"
"93492_20180110","103124"
"79654_20170831","103124"
"5578_20171130","103144"
"87951_20171023","103135"
"69547_20161229","103161"
"81310_20180320","103154"
"89920_20180306","103156"
"80940_20170814","103161"
"74468_20171212","103144"
"67545_20170420","103127"
"86766_20170512","103124"
"83572_20170104","103149"
"61643_20170221","103148"
"86277_20170802","103112"
"5118_20161207","103154"
"82807_20190509","103145"
"5828_20181219","103120"
"79563_20170913","103120"
"4753_20161128","103145"
"2716_20161027","103124"
"4804_20190315","103131"
"85781_20170821","103103"
"2017_20161024","103120"
"68890_20170712","103153"
"75063_20180209","103109"
"90511_20170802","103148"
"85258_20170530","103112"
"66522_20170809","103120"
"90568_20171120","103119"
"78075_20170627","103147"
"82563_20170630","103109"
"83773_20170104","103124"
"89127_20180125","103109"
"77566_20180223","103144"
"89296_20171011","103160"
"80930_20170313","103144"
"81077_20170928","103144"
"79390_20181031","103103"
"84038_20180112","103102"
"68799_20170719","103142"
"74436_20171013","103157"
"78220_20161005","103154"
"93240_20180119","103119"
"76511_20170119","103149"
"3016_20161114","103132"
"1608_20161209","103149"
"3816_20171128","103114"
"35805_20170320","103102"
"29312_20181212","103144"
"79272_20180108","103139"
"89127_20180125","103116"
"2737_20180423","103116"
"34708_20180313","103154"
"69680_20171114","103120"
"85164_20170920","103154"
"39403_20190311","103114"
"76465_20170530","103134"
"81759_20161006","103119"
"5016_20170123","103144"
"99788_20190530","103116"
"3190_20170105","103149"
"36513_20180425","103154"
"63503_20170929","103138"
"92939_20190501","103131"
"13062_20170926","103103"
"3222_20190207","103154"
"1598_20190315","103119"
"7534_20170224","103153"
"3082_20190403","103119"
"60114_20180305","103142"
"58659_20171027","103154"
"1366_20181025","103132"
"397_20190408","103124"
"65531_20190122","103124"
"32736_20161216","103154"
"5033_20170104","103120"
"36513_20180425","103161"
"3868_20170711","103120"
"89324_20170302","103154"
"1700_20161116","103144"
"76685_20171208","103141"
"90255_20170327","103129"
"3253_20170413","103144"
"3611_20180403","103154"
"76735_20171215","103144"
"3522_20171109","103113"
"75613_20171128","103129"
"68259_20190507","103131"
"3165_20180507","103109"
"66711_20180622","103154"
"59574_20170802","103120"
"68739_20190513","103129"
"2234_20190107","103120"
"61093_20180108","103120"
"83596_20170814","103119"
"5919_20180914","103144"
"83990_20170825","103131"
"80495_20190425","103135"
"89027_20170426","103177"
"3285_20180622","103154"
"36745_20190411","103161"
"68189_20180510","103149"
"84813_20161207","103119"
"38112_20161118","103120"
"37232_20181116","103144"
"1970_20161207","103131"
"71915_20171121","103132"
"88975_20170222","103159"
"70547_20171215","103109"
"69486_20171107","103142"
"88525_20170808","103161"
"77760_20161101","103131"
"3335_20180817","103124"
"17762_20161011","103149"
"79272_20180108","103118"
"77442_20170831","103131"
"37882_20180316","103119"
"88792_20171018","103119"
"80964_20180306","103119"
"79125_20161007","103127"
"71065_20171211","103139"
"20327_20171107","103131"
"81651_20170112","103105"
"89569_20180220","103119"
"11487_20170919","103144"
"87778_20171113","103150"
"94674_20180326","103144"
"5544_20170424","103143"
"85307_20190429","103102"
"79272_20180108","103124"
"90896_20170831","103145"
"66900_20171005","103142"
"67587_20180613","103147"
"81484_20170911","103131"
"591_20181211","103151"
"73949_20170823","103116"
"65872_20180718","103133"
"64524_20190415","103153"
"81442_20180314","103125"
"5019_20170428","103154"
"76510_20180119","103142"
"75173_20171221","103124"
"79427_20170504","103119"
"80591_20170109","103114"
"37879_20170810","103116"
"81674_20170228","103130"
"89982_20170125","103145"
"89070_20180108","103114"
"6025_20161128","103149"
"32925_20170810","103103"
"82345_20170214","103156"
"2008_20170124","103142"
"5869_20170906","103149"
"77667_20180109","103109"
"9679_20180608","103114"
"89982_20170125","103108"
"538_20181205","103120"
"4846_20170830","103154"
"70516_20180227","103154"
"59397_20190410","103119"
