"iid","date","score","type"
"61643_20190617","06/17/2019 12:00:00 AM","85","Routine - Unscheduled"
"61643_20190624","06/24/2019 12:00:00 AM","-1","Reinspection/Followup"
"61669_20170915","09/15/2017 12:00:00 AM","89","Routine - Unscheduled"
"61669_20190408","04/08/2019 12:00:00 AM","86","Routine - Unscheduled"
"61669_20190417","04/17/2019 12:00:00 AM","-1","Reinspection/Followup"
"61736_20170713","07/13/2017 12:00:00 AM","86","Routine - Unscheduled"
"61736_20170731","07/31/2017 12:00:00 AM","-1","Reinspection/Followup"
"61736_20180117","01/17/2018 12:00:00 AM","90","Routine - Unscheduled"
"61736_20180205","02/05/2018 12:00:00 AM","-1","Reinspection/Followup"
"61736_20180918","09/18/2018 12:00:00 AM","92","Routine - Unscheduled"
"61736_20190807","08/07/2019 12:00:00 AM","87","Routine - Unscheduled"
"61736_20190830","08/30/2019 12:00:00 AM","-1","Reinspection/Followup"
"61806_20161013","10/13/2016 12:00:00 AM","96","Routine - Unscheduled"
"61806_20170323","03/23/2017 12:00:00 AM","100","Routine - Unscheduled"
"61806_20170831","08/31/2017 12:00:00 AM","100","Routine - Unscheduled"
"61806_20180223","02/23/2018 12:00:00 AM","100","Routine - Unscheduled"
"61806_20190429","04/29/2019 12:00:00 AM","100","Routine - Unscheduled"
"61823_20171102","11/02/2017 12:00:00 AM","83","Routine - Unscheduled"
"61823_20171103","11/03/2017 12:00:00 AM","-1","Reinspection/Followup"
"61823_20171115","11/15/2017 12:00:00 AM","-1","Reinspection/Followup"
"61823_20190814","08/14/2019 12:00:00 AM","80","Routine - Unscheduled"
"61856_20170616","06/16/2017 12:00:00 AM","94","Routine - Unscheduled"
"61856_20170623","06/23/2017 12:00:00 AM","-1","Reinspection/Followup"
"61856_20180523","05/23/2018 12:00:00 AM","94","Routine - Unscheduled"
"61861_20170130","01/30/2017 12:00:00 AM","60","Routine - Unscheduled"
"61861_20170202","02/02/2017 12:00:00 AM","-1","Reinspection/Followup"
"61861_20170217","02/17/2017 12:00:00 AM","-1","Reinspection/Followup"
"61861_20171214","12/14/2017 12:00:00 AM","85","Routine - Unscheduled"
"61861_20180117","01/17/2018 12:00:00 AM","-1","Reinspection/Followup"
"61915_20161103","11/03/2016 12:00:00 AM","80","Routine - Unscheduled"
"61915_20161110","11/10/2016 12:00:00 AM","-1","Reinspection/Followup"
"61915_20170912","09/12/2017 12:00:00 AM","87","Routine - Unscheduled"
"61915_20170919","09/19/2017 12:00:00 AM","-1","Reinspection/Followup"
"61915_20190109","01/09/2019 12:00:00 AM","83","Routine - Unscheduled"
"61915_20190129","01/29/2019 12:00:00 AM","-1","Reinspection/Followup"
"61923_20170419","04/19/2017 12:00:00 AM","98","Routine - Unscheduled"
"61923_20180418","04/18/2018 12:00:00 AM","96","Routine - Unscheduled"
"61923_20190718","07/18/2019 12:00:00 AM","94","Routine - Unscheduled"
"61953_20171204","12/04/2017 12:00:00 AM","94","Routine - Unscheduled"
"61959_20170109","01/09/2017 12:00:00 AM","96","Routine - Unscheduled"
"61959_20171030","10/30/2017 12:00:00 AM","96","Routine - Unscheduled"
"61959_20180713","07/13/2018 12:00:00 AM","94","Routine - Unscheduled"
"61976_20161018","10/18/2016 12:00:00 AM","-1","Reinspection/Followup"
"61976_20170809","08/09/2017 12:00:00 AM","98","Routine - Unscheduled"
"61976_20171113","11/13/2017 12:00:00 AM","-1","Reinspection/Followup"
"61976_20180301","03/01/2018 12:00:00 AM","-1","Complaint"
"61976_20190311","03/11/2019 12:00:00 AM","81","Routine - Unscheduled"
"61976_20190401","04/01/2019 12:00:00 AM","-1","Reinspection/Followup"
"61976_20190423","04/23/2019 12:00:00 AM","-1","Reinspection/Followup"
"61989_20170627","06/27/2017 12:00:00 AM","67","Routine - Unscheduled"
"61989_20170706","07/06/2017 12:00:00 AM","-1","Reinspection/Followup"
"61989_20190307","03/07/2019 12:00:00 AM","88","Routine - Unscheduled"
"61989_20190326","03/26/2019 12:00:00 AM","-1","Reinspection/Followup"
"619_20170118","01/18/2017 12:00:00 AM","86","Routine - Unscheduled"
"619_20170929","09/29/2017 12:00:00 AM","90","Routine - Unscheduled"
"619_20190110","01/10/2019 12:00:00 AM","86","Routine - Unscheduled"
"619_20190717","07/17/2019 12:00:00 AM","78","Routine - Unscheduled"
"619_20190802","08/02/2019 12:00:00 AM","-1","Reinspection/Followup"
"61_20170124","01/24/2017 12:00:00 AM","98","Routine - Unscheduled"
"61_20171128","11/28/2017 12:00:00 AM","94","Routine - Unscheduled"
"61_20180830","08/30/2018 12:00:00 AM","94","Routine - Unscheduled"
"62000_20161107","11/07/2016 12:00:00 AM","90","Routine - Unscheduled"
"62000_20161206","12/06/2016 12:00:00 AM","-1","Reinspection/Followup"
"62000_20161214","12/14/2016 12:00:00 AM","-1","Reinspection/Followup"
"62000_20170803","08/03/2017 12:00:00 AM","96","Routine - Unscheduled"
"62000_20190111","01/11/2019 12:00:00 AM","92","Routine - Unscheduled"
"62000_20190131","01/31/2019 12:00:00 AM","-1","Reinspection/Followup"
"62000_20190211","02/11/2019 12:00:00 AM","-1","Reinspection/Followup"
"62010_20161017","10/17/2016 12:00:00 AM","96","Routine - Unscheduled"
"62010_20180319","03/19/2018 12:00:00 AM","88","Routine - Unscheduled"
"62010_20180409","04/09/2018 12:00:00 AM","-1","Reinspection/Followup"
"62010_20190724","07/24/2019 12:00:00 AM","94","Routine - Unscheduled"
"62051_20180514","05/14/2018 12:00:00 AM","-1","Complaint"
"62051_20180522","05/22/2018 12:00:00 AM","-1","Reinspection/Followup"
"62051_20190509","05/09/2019 12:00:00 AM","88","Routine - Unscheduled"
"62056_20170802","08/02/2017 12:00:00 AM","96","Routine - Unscheduled"
"62056_20180227","02/27/2018 12:00:00 AM","96","Routine - Unscheduled"
"62056_20181107","11/07/2018 12:00:00 AM","88","Routine - Unscheduled"
"62056_20190924","09/24/2019 12:00:00 AM","96","Routine - Unscheduled"
"62060_20170420","04/20/2017 12:00:00 AM","98","Routine - Unscheduled"
"62060_20180502","05/02/2018 12:00:00 AM","100","Routine - Unscheduled"
"62060_20190515","05/15/2019 12:00:00 AM","91","Routine - Unscheduled"
"62060_20190517","05/17/2019 12:00:00 AM","-1","Reinspection/Followup"
"62064_20171016","10/16/2017 12:00:00 AM","92","Routine - Unscheduled"
"62064_20171026","10/26/2017 12:00:00 AM","-1","Reinspection/Followup"
"62064_20180627","06/27/2018 12:00:00 AM","94","Routine - Unscheduled"
"62067_20180216","02/16/2018 12:00:00 AM","93","Routine - Unscheduled"
"62069_20170620","06/20/2017 12:00:00 AM","96","Routine - Unscheduled"
"62069_20180919","09/19/2018 12:00:00 AM","92","Routine - Unscheduled"
"62069_20190430","04/30/2019 12:00:00 AM","-1","Non-inspection site visit"
"62179_20170510","05/10/2017 12:00:00 AM","90","Routine - Unscheduled"
"62179_20170517","05/17/2017 12:00:00 AM","-1","Reinspection/Followup"
"62179_20180426","04/26/2018 12:00:00 AM","92","Routine - Unscheduled"
"62179_20190523","05/23/2019 12:00:00 AM","90","Routine - Unscheduled"
"62179_20190531","05/31/2019 12:00:00 AM","-1","Reinspection/Followup"
"62251_20161229","12/29/2016 12:00:00 AM","100","Routine - Unscheduled"
"62251_20180608","06/08/2018 12:00:00 AM","100","Routine - Unscheduled"
"62277_20170127","01/27/2017 12:00:00 AM","-1","Structural Inspection"
"62277_20180221","02/21/2018 12:00:00 AM","87","Routine - Unscheduled"
"62277_20180228","02/28/2018 12:00:00 AM","-1","Reinspection/Followup"
"62277_20190430","04/30/2019 12:00:00 AM","-1","Structural Inspection"
"62298_20171129","11/29/2017 12:00:00 AM","98","Routine - Unscheduled"
"62298_20190502","05/02/2019 12:00:00 AM","98","Routine - Unscheduled"
"62308_20170227","02/27/2017 12:00:00 AM","-1","New Construction"
"62308_20170302","03/02/2017 12:00:00 AM","-1","New Construction"
"62308_20170317","03/17/2017 12:00:00 AM","-1","New Construction"
"62308_20171026","10/26/2017 12:00:00 AM","86","Routine - Unscheduled"
"62308_20171103","11/03/2017 12:00:00 AM","-1","Reinspection/Followup"
"62330_20170119","01/19/2017 12:00:00 AM","68","Routine - Unscheduled"
"62330_20170120","01/20/2017 12:00:00 AM","-1","Reinspection/Followup"
"62330_20180131","01/31/2018 12:00:00 AM","87","Routine - Unscheduled"
"62330_20180206","02/06/2018 12:00:00 AM","-1","Reinspection/Followup"
"62330_20180912","09/12/2018 12:00:00 AM","90","Routine - Unscheduled"
"62330_20180920","09/20/2018 12:00:00 AM","-1","Reinspection/Followup"
"62334_20180830","08/30/2018 12:00:00 AM","92","Routine - Unscheduled"
"62357_20170124","01/24/2017 12:00:00 AM","-1","Structural Inspection"
"62357_20180305","03/05/2018 12:00:00 AM","-1","Structural Inspection"
"62357_20190306","03/06/2019 12:00:00 AM","-1","Non-inspection site visit"
"62357_20190326","03/26/2019 12:00:00 AM","-1","Structural Inspection"
"62362_20180501","05/01/2018 12:00:00 AM","96","Routine - Unscheduled"
"62419_20170112","01/12/2017 12:00:00 AM","96","Routine - Unscheduled"
"62419_20170119","01/19/2017 12:00:00 AM","-1","Reinspection/Followup"
"62419_20180906","09/06/2018 12:00:00 AM","98","Routine - Unscheduled"
"62435_20180604","06/04/2018 12:00:00 AM","98","Routine - Unscheduled"
"62445_20180724","07/24/2018 12:00:00 AM","98","Routine - Unscheduled"
"62462_20170130","01/30/2017 12:00:00 AM","-1","Complaint"
"62462_20171023","10/23/2017 12:00:00 AM","73","Routine - Unscheduled"
"62462_20171103","11/03/2017 12:00:00 AM","-1","Reinspection/Followup"
"62462_20180831","08/31/2018 12:00:00 AM","77","Routine - Unscheduled"
"62462_20181009","10/09/2018 12:00:00 AM","-1","Reinspection/Followup"
"62462_20190612","06/12/2019 12:00:00 AM","83","Routine - Unscheduled"
"62462_20190627","06/27/2019 12:00:00 AM","-1","Reinspection/Followup"
"62487_20170515","05/15/2017 12:00:00 AM","96","Routine - Unscheduled"
"62487_20180608","06/08/2018 12:00:00 AM","96","Routine - Unscheduled"
"62526_20180417","04/17/2018 12:00:00 AM","100","Routine - Unscheduled"
"62532_20161102","11/02/2016 12:00:00 AM","92","Routine - Unscheduled"
"62532_20180320","03/20/2018 12:00:00 AM","85","Routine - Unscheduled"
"62532_20180427","04/27/2018 12:00:00 AM","-1","Reinspection/Followup"
"62532_20181211","12/11/2018 12:00:00 AM","90","Routine - Unscheduled"
"62532_20190313","03/13/2019 12:00:00 AM","-1","Complaint"
"62532_20190409","04/09/2019 12:00:00 AM","-1","Complaint Reinspection/Followup"
"62548_20171211","12/11/2017 12:00:00 AM","84","Routine - Unscheduled"
"62548_20181025","10/25/2018 12:00:00 AM","88","Routine - Unscheduled"
"62548_20190326","03/26/2019 12:00:00 AM","-1","Complaint"
"62548_20190708","07/08/2019 12:00:00 AM","83","Routine - Unscheduled"
"62548_20190716","07/16/2019 12:00:00 AM","-1","Reinspection/Followup"
"62550_20161128","11/28/2016 12:00:00 AM","78","Routine - Unscheduled"
"62550_20171026","10/26/2017 12:00:00 AM","96","Routine - Unscheduled"
"62550_20190412","04/12/2019 12:00:00 AM","96","Routine - Unscheduled"
"62550_20190422","04/22/2019 12:00:00 AM","-1","Reinspection/Followup"
"62551_20161031","10/31/2016 12:00:00 AM","92","Routine - Unscheduled"
"62551_20171026","10/26/2017 12:00:00 AM","100","Routine - Unscheduled"
"62551_20180411","04/11/2018 12:00:00 AM","-1","New Construction"
"62551_20190412","04/12/2019 12:00:00 AM","92","Routine - Unscheduled"
"62551_20190422","04/22/2019 12:00:00 AM","-1","Reinspection/Followup"
"62551_20190508","05/08/2019 12:00:00 AM","-1","Reinspection/Followup"
"62552_20161031","10/31/2016 12:00:00 AM","96","Routine - Unscheduled"
"62552_20171026","10/26/2017 12:00:00 AM","100","Routine - Unscheduled"
"62552_20190412","04/12/2019 12:00:00 AM","98","Routine - Unscheduled"
"62552_20190422","04/22/2019 12:00:00 AM","-1","Reinspection/Followup"
"62560_20161122","11/22/2016 12:00:00 AM","90","Routine - Unscheduled"
"62560_20171116","11/16/2017 12:00:00 AM","88","Routine - Unscheduled"
"62560_20180228","02/28/2018 12:00:00 AM","86","Routine - Unscheduled"
"62572_20170911","09/11/2017 12:00:00 AM","100","Routine - Unscheduled"
"62572_20181210","12/10/2018 12:00:00 AM","94","Routine - Unscheduled"
"62572_20190222","02/22/2019 12:00:00 AM","-1","Complaint"
"62572_20190417","04/17/2019 12:00:00 AM","-1","Structural Inspection"
"62573_20170914","09/14/2017 12:00:00 AM","83","Routine - Unscheduled"
"62573_20170925","09/25/2017 12:00:00 AM","-1","Reinspection/Followup"
"62573_20190412","04/12/2019 12:00:00 AM","86","Routine - Unscheduled"
"62578_20171207","12/07/2017 12:00:00 AM","66","Routine - Unscheduled"
"62578_20181130","11/30/2018 12:00:00 AM","73","Routine - Unscheduled"
"62578_20181203","12/03/2018 12:00:00 AM","-1","Reinspection/Followup"
"62578_20190111","01/11/2019 12:00:00 AM","-1","Reinspection/Followup"
"62597_20170110","01/10/2017 12:00:00 AM","85","Routine - Unscheduled"
"62597_20170119","01/19/2017 12:00:00 AM","-1","Reinspection/Followup"
"62597_20170202","02/02/2017 12:00:00 AM","-1","Reinspection/Followup"
"62597_20171213","12/13/2017 12:00:00 AM","86","Routine - Unscheduled"
"62597_20171221","12/21/2017 12:00:00 AM","-1","Reinspection/Followup"
"62597_20180814","08/14/2018 12:00:00 AM","77","Routine - Unscheduled"
"62597_20180913","09/13/2018 12:00:00 AM","-1","Reinspection/Followup"
"62597_20190410","04/10/2019 12:00:00 AM","90","Routine - Unscheduled"
"625_20180316","03/16/2018 12:00:00 AM","88","Routine - Unscheduled"
"625_20190315","03/15/2019 12:00:00 AM","86","Routine - Unscheduled"
"625_20190322","03/22/2019 12:00:00 AM","-1","Reinspection/Followup"
"62632_20170111","01/11/2017 12:00:00 AM","84","Routine - Unscheduled"
"62632_20180123","01/23/2018 12:00:00 AM","78","Routine - Unscheduled"
"62632_20180124","01/24/2018 12:00:00 AM","-1","Reinspection/Followup"
"62632_20180202","02/02/2018 12:00:00 AM","-1","Reinspection/Followup"
"62632_20180212","02/12/2018 12:00:00 AM","-1","Reinspection/Followup"
"62658_20161009","10/09/2016 12:00:00 AM","100","Routine - Unscheduled"
"62674_20161028","10/28/2016 12:00:00 AM","100","Routine - Unscheduled"
"62674_20170817","08/17/2017 12:00:00 AM","98","Routine - Unscheduled"
"62674_20180809","08/09/2018 12:00:00 AM","100","Routine - Unscheduled"
"62674_20190607","06/07/2019 12:00:00 AM","96","Routine - Unscheduled"
"62674_20190624","06/24/2019 12:00:00 AM","-1","Reinspection/Followup"
"62674_20190814","08/14/2019 12:00:00 AM","-1","Complaint"
"62688_20171002","10/02/2017 12:00:00 AM","86","Routine - Unscheduled"
"62688_20171004","10/04/2017 12:00:00 AM","-1","New Construction"
"62688_20171010","10/10/2017 12:00:00 AM","-1","Reinspection/Followup"
"62688_20171017","10/17/2017 12:00:00 AM","-1","Reinspection/Followup"
"62688_20180524","05/24/2018 12:00:00 AM","88","Routine - Unscheduled"
"62688_20181022","10/22/2018 12:00:00 AM","-1","Complaint"
"62688_20190312","03/12/2019 12:00:00 AM","91","Routine - Unscheduled"
"62701_20161222","12/22/2016 12:00:00 AM","78","Routine - Unscheduled"
"62701_20170217","02/17/2017 12:00:00 AM","-1","Reinspection/Followup"
"62701_20170628","06/28/2017 12:00:00 AM","96","Routine - Unscheduled"
"62701_20190301","03/01/2019 12:00:00 AM","83","Routine - Unscheduled"
"62701_20190307","03/07/2019 12:00:00 AM","-1","Reinspection/Followup"
"62702_20170317","03/17/2017 12:00:00 AM","92","Routine - Unscheduled"
"62708_20170104","01/04/2017 12:00:00 AM","90","Routine - Unscheduled"
"62708_20170123","01/23/2017 12:00:00 AM","-1","Reinspection/Followup"
"62708_20170929","09/29/2017 12:00:00 AM","83","Routine - Unscheduled"
"62708_20171017","10/17/2017 12:00:00 AM","-1","Reinspection/Followup"
"62708_20180427","04/27/2018 12:00:00 AM","92","Routine - Unscheduled"
"62708_20181107","11/07/2018 12:00:00 AM","90","Routine - Unscheduled"
"62708_20181119","11/19/2018 12:00:00 AM","-1","Reinspection/Followup"
"62710_20170127","01/27/2017 12:00:00 AM","-1","Structural Inspection"
"62710_20190327","03/27/2019 12:00:00 AM","-1","Structural Inspection"
"62710_20190517","05/17/2019 12:00:00 AM","88","Routine - Unscheduled"
"62717_20171130","11/30/2017 12:00:00 AM","96","Routine - Unscheduled"
"62717_20190131","01/31/2019 12:00:00 AM","96","Routine - Unscheduled"
"62730_20161028","10/28/2016 12:00:00 AM","93","Routine - Unscheduled"
"62730_20180501","05/01/2018 12:00:00 AM","93","Routine - Unscheduled"
"62735_20161107","11/07/2016 12:00:00 AM","76","Routine - Unscheduled"
"62735_20161114","11/14/2016 12:00:00 AM","-1","Reinspection/Followup"
"62735_20171127","11/27/2017 12:00:00 AM","83","Routine - Unscheduled"
"62735_20171208","12/08/2017 12:00:00 AM","-1","Reinspection/Followup"
"62735_20180724","07/24/2018 12:00:00 AM","84","Routine - Unscheduled"
"62735_20180809","08/09/2018 12:00:00 AM","-1","Reinspection/Followup"
"62735_20190702","07/02/2019 12:00:00 AM","73","Routine - Unscheduled"
"62739_20170104","01/04/2017 12:00:00 AM","92","Routine - Unscheduled"
"62739_20170724","07/24/2017 12:00:00 AM","92","Routine - Unscheduled"
"62739_20180109","01/09/2018 12:00:00 AM","93","Routine - Unscheduled"
"62739_20190404","04/04/2019 12:00:00 AM","88","Routine - Unscheduled"
"62765_20161116","11/16/2016 12:00:00 AM","83","Routine - Unscheduled"
"62765_20161202","12/02/2016 12:00:00 AM","-1","Reinspection/Followup"
"62765_20180319","03/19/2018 12:00:00 AM","81","Routine - Unscheduled"
"62765_20180423","04/23/2018 12:00:00 AM","-1","Reinspection/Followup"
"62765_20190318","03/18/2019 12:00:00 AM","78","Routine - Unscheduled"
"62765_20190320","03/20/2019 12:00:00 AM","-1","Reinspection/Followup"
"62765_20190401","04/01/2019 12:00:00 AM","-1","Reinspection/Followup"
"62767_20180213","02/13/2018 12:00:00 AM","96","Routine - Unscheduled"
"62767_20190626","06/26/2019 12:00:00 AM","98","Routine - Unscheduled"
"62768_20180430","04/30/2018 12:00:00 AM","90","Routine - Unscheduled"
"62768_20190906","09/06/2019 12:00:00 AM","94","Routine - Unscheduled"
"62769_20161108","11/08/2016 12:00:00 AM","-1","Reinspection/Followup"
"62769_20171103","11/03/2017 12:00:00 AM","81","Routine - Unscheduled"
"62769_20171106","11/06/2017 12:00:00 AM","-1","Reinspection/Followup"
"62769_20171116","11/16/2017 12:00:00 AM","-1","Reinspection/Followup"
"62769_20190116","01/16/2019 12:00:00 AM","74","Routine - Unscheduled"
"62769_20190206","02/06/2019 12:00:00 AM","-1","Reinspection/Followup"
"62769_20190225","02/25/2019 12:00:00 AM","-1","Reinspection/Followup"
"62769_20190923","09/23/2019 12:00:00 AM","73","Routine - Unscheduled"
"62769_20190924","09/24/2019 12:00:00 AM","-1","Reinspection/Followup"
"62769_20190925","09/25/2019 12:00:00 AM","-1","Reinspection/Followup"
"62769_20191001","10/01/2019 12:00:00 AM","-1","Reinspection/Followup"
"62771_20170809","08/09/2017 12:00:00 AM","80","Routine - Unscheduled"
"62771_20170818","08/18/2017 12:00:00 AM","-1","Reinspection/Followup"
"62771_20180418","04/18/2018 12:00:00 AM","90","Routine - Unscheduled"
"62771_20180425","04/25/2018 12:00:00 AM","-1","Reinspection/Followup"
"62771_20190118","01/18/2019 12:00:00 AM","96","Routine - Unscheduled"
"62771_20190128","01/28/2019 12:00:00 AM","-1","Reinspection/Followup"
"62775_20170913","09/13/2017 12:00:00 AM","98","Routine - Unscheduled"
"62775_20180209","02/09/2018 12:00:00 AM","94","Routine - Unscheduled"
"62775_20190408","04/08/2019 12:00:00 AM","96","Routine - Unscheduled"
"62777_20170627","06/27/2017 12:00:00 AM","-1","New Construction"
"62777_20180214","02/14/2018 12:00:00 AM","-1","Routine - Unscheduled"
"62777_20180420","04/20/2018 12:00:00 AM","-1","New Ownership - Followup"
"62777_20181024","10/24/2018 12:00:00 AM","90","Routine - Unscheduled"
"62779_20170822","08/22/2017 12:00:00 AM","84","Routine - Unscheduled"
"62779_20170823","08/23/2017 12:00:00 AM","-1","Reinspection/Followup"
"62779_20170825","08/25/2017 12:00:00 AM","-1","Reinspection/Followup"
"62779_20180614","06/14/2018 12:00:00 AM","84","Routine - Unscheduled"
"62779_20190827","08/27/2019 12:00:00 AM","90","Routine - Unscheduled"
"62779_20190904","09/04/2019 12:00:00 AM","-1","Reinspection/Followup"
"62780_20170106","01/06/2017 12:00:00 AM","90","Routine - Unscheduled"
"62784_20170320","03/20/2017 12:00:00 AM","98","Routine - Unscheduled"
"62784_20170921","09/21/2017 12:00:00 AM","96","Routine - Unscheduled"
"62784_20180419","04/19/2018 12:00:00 AM","90","Routine - Unscheduled"
"62784_20190523","05/23/2019 12:00:00 AM","92","Routine - Unscheduled"
"62785_20170106","01/06/2017 12:00:00 AM","90","Routine - Unscheduled"
"62785_20171221","12/21/2017 12:00:00 AM","84","Routine - Unscheduled"
"62785_20171227","12/27/2017 12:00:00 AM","-1","Reinspection/Followup"
"62785_20180131","01/31/2018 12:00:00 AM","-1","Reinspection/Followup"
"62785_20190708","07/08/2019 12:00:00 AM","93","Routine - Unscheduled"
"62785_20190709","07/09/2019 12:00:00 AM","-1","Reinspection/Followup"
"62785_20190710","07/10/2019 12:00:00 AM","-1","Reinspection/Followup"
"62797_20170804","08/04/2017 12:00:00 AM","100","Routine - Unscheduled"
"62797_20181025","10/25/2018 12:00:00 AM","100","Routine - Unscheduled"
"62814_20170626","06/26/2017 12:00:00 AM","93","Routine - Unscheduled"
"62814_20170703","07/03/2017 12:00:00 AM","-1","Reinspection/Followup"
"62814_20180108","01/08/2018 12:00:00 AM","98","Routine - Unscheduled"
"62814_20181009","10/09/2018 12:00:00 AM","98","Routine - Unscheduled"
"62816_20170202","02/02/2017 12:00:00 AM","100","Routine - Unscheduled"
"62816_20171211","12/11/2017 12:00:00 AM","100","Routine - Unscheduled"
"62816_20190918","09/18/2019 12:00:00 AM","100","Routine - Unscheduled"
"62889_20170124","01/24/2017 12:00:00 AM","98","Routine - Unscheduled"
"62889_20170215","02/15/2017 12:00:00 AM","-1","Complaint"
"62889_20180502","05/02/2018 12:00:00 AM","96","Routine - Unscheduled"
"62889_20190710","07/10/2019 12:00:00 AM","94","Routine - Unscheduled"
"62896_20161212","12/12/2016 12:00:00 AM","-1","Complaint"
"62896_20161213","12/13/2016 12:00:00 AM","-1","Complaint"
"62896_20161221","12/21/2016 12:00:00 AM","-1","Reinspection/Followup"
"62896_20171018","10/18/2017 12:00:00 AM","78","Routine - Unscheduled"
"62896_20171024","10/24/2017 12:00:00 AM","-1","Reinspection/Followup"
"62896_20171027","10/27/2017 12:00:00 AM","-1","Reinspection/Followup"
"62896_20190213","02/13/2019 12:00:00 AM","81","Routine - Unscheduled"
"62896_20190221","02/21/2019 12:00:00 AM","-1","Reinspection/Followup"
"628_20161130","11/30/2016 12:00:00 AM","90","Routine - Unscheduled"
"628_20180504","05/04/2018 12:00:00 AM","74","Routine - Unscheduled"
"628_20180511","05/11/2018 12:00:00 AM","-1","Reinspection/Followup"
"628_20180619","06/19/2018 12:00:00 AM","-1","Reinspection/Followup"
"628_20190109","01/09/2019 12:00:00 AM","79","Routine - Unscheduled"
"628_20190111","01/11/2019 12:00:00 AM","-1","Reinspection/Followup"
"628_20190114","01/14/2019 12:00:00 AM","-1","Reinspection/Followup"
"628_20190530","05/30/2019 12:00:00 AM","-1","Complaint"
"628_20190613","06/13/2019 12:00:00 AM","-1","Complaint Reinspection/Followup"
"628_20190729","07/29/2019 12:00:00 AM","79","Routine - Unscheduled"
"628_20190805","08/05/2019 12:00:00 AM","-1","Reinspection/Followup"
"62900_20161017","10/17/2016 12:00:00 AM","83","Routine - Unscheduled"
"62900_20161103","11/03/2016 12:00:00 AM","-1","Reinspection/Followup"
"62900_20180201","02/01/2018 12:00:00 AM","85","Routine - Unscheduled"
"62900_20190226","02/26/2019 12:00:00 AM","83","Routine - Unscheduled"
"62900_20190305","03/05/2019 12:00:00 AM","-1","Reinspection/Followup"
"62900_20190312","03/12/2019 12:00:00 AM","-1","Reinspection/Followup"
"62939_20170822","08/22/2017 12:00:00 AM","96","Routine - Unscheduled"
"62939_20170823","08/23/2017 12:00:00 AM","-1","Reinspection/Followup"
"62939_20180206","02/06/2018 12:00:00 AM","100","Routine - Unscheduled"
"62939_20180731","07/31/2018 12:00:00 AM","100","Routine - Unscheduled"
"62939_20190306","03/06/2019 12:00:00 AM","100","Routine - Unscheduled"
"62990_20180221","02/21/2018 12:00:00 AM","94","Routine - Unscheduled"
"62990_20190923","09/23/2019 12:00:00 AM","93","Routine - Unscheduled"
"62990_20190930","09/30/2019 12:00:00 AM","-1","Reinspection/Followup"
"63000_20180124","01/24/2018 12:00:00 AM","96","Routine - Unscheduled"
"63000_20190606","06/06/2019 12:00:00 AM","98","Routine - Unscheduled"
"63016_20171017","10/17/2017 12:00:00 AM","92","Routine - Unscheduled"
"63016_20171027","10/27/2017 12:00:00 AM","-1","Reinspection/Followup"
"63016_20180524","05/24/2018 12:00:00 AM","93","Routine - Unscheduled"
"63016_20180525","05/25/2018 12:00:00 AM","-1","Reinspection/Followup"
"63016_20190812","08/12/2019 12:00:00 AM","86","Routine - Unscheduled"
"63016_20190827","08/27/2019 12:00:00 AM","-1","Reinspection/Followup"
"63047_20170530","05/30/2017 12:00:00 AM","-1","Complaint"
"63047_20170707","07/07/2017 12:00:00 AM","89","Routine - Unscheduled"
"63047_20170718","07/18/2017 12:00:00 AM","-1","Reinspection/Followup"
"63047_20171219","12/19/2017 12:00:00 AM","92","Routine - Unscheduled"
"63047_20180521","05/21/2018 12:00:00 AM","96","Routine - Unscheduled"
"63049_20170113","01/13/2017 12:00:00 AM","100","Routine - Unscheduled"
"63049_20171129","11/29/2017 12:00:00 AM","100","Routine - Unscheduled"
"63049_20190403","04/03/2019 12:00:00 AM","90","Routine - Unscheduled"
"63049_20190415","04/15/2019 12:00:00 AM","-1","Reinspection/Followup"
"63077_20170706","07/06/2017 12:00:00 AM","96","Routine - Unscheduled"
"63077_20190423","04/23/2019 12:00:00 AM","94","Routine - Unscheduled"
"63077_20190501","05/01/2019 12:00:00 AM","-1","Reinspection/Followup"
"63077_20190503","05/03/2019 12:00:00 AM","-1","Reinspection/Followup"
"63077_20190509","05/09/2019 12:00:00 AM","-1","Reinspection/Followup"
"63077_20190612","06/12/2019 12:00:00 AM","-1","Reinspection/Followup"
"63079_20170707","07/07/2017 12:00:00 AM","100","Routine - Unscheduled"
"63079_20181204","12/04/2018 12:00:00 AM","100","Routine - Unscheduled"
"63082_20170413","04/13/2017 12:00:00 AM","-1","Complaint"
"63082_20170512","05/12/2017 12:00:00 AM","70","Routine - Unscheduled"
"63082_20170531","05/31/2017 12:00:00 AM","-1","Reinspection/Followup"
"63082_20170814","08/14/2017 12:00:00 AM","-1","Non-inspection site visit"
"63082_20170824","08/24/2017 12:00:00 AM","78","Routine - Unscheduled"
"63082_20170911","09/11/2017 12:00:00 AM","-1","Reinspection/Followup"
"63082_20180222","02/22/2018 12:00:00 AM","87","Routine - Unscheduled"
"63082_20180322","03/22/2018 12:00:00 AM","-1","Reinspection/Followup"
"63082_20180731","07/31/2018 12:00:00 AM","81","Routine - Unscheduled"
"63082_20180828","08/28/2018 12:00:00 AM","-1","Reinspection/Followup"
"63082_20180830","08/30/2018 12:00:00 AM","-1","Reinspection/Followup"
"63084_20170424","04/24/2017 12:00:00 AM","80","Routine - Unscheduled"
